,Binomial,Range_m,Genus,Family,Order,AdultBodyMassG,GenerationLengthD,RedListStatus,TrophicLevel,Range
2507,Mustela strigidorsa,1377916363671.52,Mustela,Mustelidae,Carnivora,1500.0,2333.81,LC,Carnivore,1377916.36367152
2508,Mustela subpalmata,44121196280.0791,Mustela,Mustelidae,Carnivora,77.25,2380.41,LC,Carnivore,44121.1962800791
2509,Mydaus javanensis,105559279032.185,Mydaus,Mephitidae,Carnivora,2500.0,1730.465,LC,Insectivore,105559.279032185
2510,Mydaus marchei,12447238791.291,Mydaus,Mephitidae,Carnivora,2500.0,2848.54,LC,Insectivore,12447.238791291002
2511,Mylomys dybowskii,1279786996243.84,Mylomys,Muridae,Rodentia,110.96,639.6318318,LC,Herbivore,1279786.99624384
2512,Mylomys rex,314303221.88335,Mylomys,Muridae,Rodentia,110.96,639.6318318,DD,Herbivore,314.30322188335
2513,Myocastor coypus,3902051502767.32,Myocastor,Myocastoridae,Rodentia,6361.55,1311.7152,LC,Herbivore,3902051.50276732
2514,Myodes andersoni,71603455123.4827,Myodes,Cricetidae,Rodentia,46.25861204,433.3599222,LC,Omnivore,71603.4551234827
2515,Myodes californicus,200390004932.653,Myodes,Cricetidae,Rodentia,18.3,433.3599222,LC,Omnivore,200390.004932653
2516,Myodes centralis,182570354009.588,Myodes,Cricetidae,Rodentia,31.80166851,433.3599222,LC,Herbivore,182570.35400958802
2517,Myodes gapperi,8370648970539.75,Myodes,Cricetidae,Rodentia,19.83,266.6535667,LC,Omnivore,8370648.97053975
2518,Myodes glareolus,8679130470028.9,Myodes,Cricetidae,Rodentia,20.73,577.7512,LC,Omnivore,8679130.4700289
2519,Myodes regulus,149439301034.47598,Myodes,Cricetidae,Rodentia,46.25861204,433.3599222,LC,Omnivore,149439.301034476
2520,Myodes rex,58397493203.9739,Myodes,Cricetidae,Rodentia,46.25861204,433.3599222,LC,Omnivore,58397.4932039739
2521,Myodes rufocanus,13113658524382.7,Myodes,Cricetidae,Rodentia,36.43,433.3599222,LC,Herbivore,13113658.5243827
2522,Myodes rutilus,18530201598405.6,Myodes,Cricetidae,Rodentia,19.94,433.3599222,LC,Herbivore,18530201.598405603
2523,Myodes shanseius,285761532959.897,Myodes,Cricetidae,Rodentia,46.25861204,433.3599222,LC,Herbivore,285761.532959897
2524,Myodes smithii,118619049925.78099,Myodes,Cricetidae,Rodentia,34.94,455.675,LC,Omnivore,118619.049925781
2525,Myoictis leucura,408993026.30669904,Myoictis,Dasyuridae,Dasyuromorphia,210.885,886.2761,DD,Carnivore,408.993026306699
2526,Myoictis melas,398695852307.52203,Myoictis,Dasyuridae,Dasyuromorphia,221.77,886.2761,LC,Carnivore,398695.85230752203
2527,Myoictis wallacei,56148796319.9149,Myoictis,Dasyuridae,Dasyuromorphia,200.0,886.2761,LC,Carnivore,56148.7963199149
2528,Myoictis wavicus,108733154.099618,Myoictis,Dasyuridae,Dasyuromorphia,210.885,886.2761,DD,Carnivore,108.73315409961799
2529,Myomimus personatus,99170720262.4151,Myomimus,Gliridae,Rodentia,44.0,879.124225,DD,Insectivore,99170.7202624151
2530,Myomimus roachi,20409049751.6182,Myomimus,Gliridae,Rodentia,44.0,879.124225,VU,Herbivore,20409.0497516182
2531,Myomimus setzeri,161968078427.975,Myomimus,Gliridae,Rodentia,44.0,879.124225,DD,Omnivore,161968.078427975
2532,Myomyscus angolensis,275633493266.723,Myomyscus,Muridae,Rodentia,63.85388804,624.3996409,LC,Omnivore,275633.493266723
2533,Myomyscus brockmani,1713266931519.74,Myomyscus,Muridae,Rodentia,28.0,624.3996409,LC,Omnivore,1713266.93151974
2534,Myomyscus verreauxii,97856362460.5327,Myomyscus,Muridae,Rodentia,41.0,624.3996409,LC,Insectivore,97856.36246053269
2535,Myomyscus yemeni,77356370445.7164,Myomyscus,Muridae,Rodentia,25.0,624.3996409,LC,Herbivore,77356.3704457164
2536,Myonycteris brachycephala,690851753.903914,Myonycteris,Pteropodidae,Chiroptera,49.12,1553.7908730000001,EN,Herbivore,690.8517539039141
2537,Myonycteris relicta,142204808346.568,Myonycteris,Pteropodidae,Chiroptera,53.32,1553.7908730000001,LC,Herbivore,142204.808346568
2538,Myonycteris torquata,3651482596318.18,Myonycteris,Pteropodidae,Chiroptera,44.92,1553.7908730000001,LC,Herbivore,3651482.59631818
2539,Myoprocta acouchy,993244796007.394,Myoprocta,Dasyproctidae,Rodentia,954.87,1595.20195,LC,Herbivore,993244.7960073941
2540,Myoprocta pratti,2337165235189.41,Myoprocta,Dasyproctidae,Rodentia,966.73,1595.20195,LC,Herbivore,2337165.23518941
2541,Myopterus daubentonii,1600169721036.1,Myopterus,Molossidae,Chiroptera,11.55,1427.913317,DD,Insectivore,1600169.7210361
2542,Myopterus whitleyi,1914283104574.61,Myopterus,Molossidae,Chiroptera,11.55,1427.913317,LC,Insectivore,1914283.10457461
2543,Myopus schisticolor,10209771326292.7,Myopus,Cricetidae,Rodentia,29.99,149.0393,LC,Herbivore,10209771.3262927
2544,Myosciurus pumilio,346127667831.638,Myosciurus,Sciuridae,Rodentia,16.44,1239.298869,LC,Herbivore,346127.667831638
2545,Myosorex babaulti,24423893950.7102,Myosorex,Soricidae,Eulipotyphla,9.130309224,426.9101194,NT,Carnivore,24423.8939507102
2546,Myosorex blarina,2272006018.82698,Myosorex,Soricidae,Eulipotyphla,16.0,379.2929563,EN,Carnivore,2272.00601882698
2547,Myosorex cafer,167610650715.17902,Myosorex,Soricidae,Eulipotyphla,12.3,379.2929563,LC,Carnivore,167610.650715179
2548,Myosorex eisentrauti,49406856.024798706,Myosorex,Soricidae,Eulipotyphla,8.157340556,426.9101194,CR,Carnivore,49.4068560247987
2549,Myosorex geata,463330522.378049,Myosorex,Soricidae,Eulipotyphla,9.34,426.9101194,EN,Carnivore,463.330522378049
2550,Myosorex kihaulei,1615626124.81462,Myosorex,Soricidae,Eulipotyphla,11.18979112,379.2929563,EN,Carnivore,1615.62612481462
2551,Myosorex longicaudatus,7729014089.76015,Myosorex,Soricidae,Eulipotyphla,12.98,379.2929563,VU,Carnivore,7729.0140897601505
2552,Myosorex okuensis,4126801255.8017,Myosorex,Soricidae,Eulipotyphla,8.157340556,426.9101194,VU,Carnivore,4126.8012558017
2553,Myosorex rumpii,254129818.89961,Myosorex,Soricidae,Eulipotyphla,15.99558029,379.2929563,EN,Carnivore,254.12981889961003
2554,Myosorex schalleri,98902221.819642,Myosorex,Soricidae,Eulipotyphla,11.18979112,379.2929563,DD,Carnivore,98.902221819642
2555,Myosorex sclateri,20830844577.298,Myosorex,Soricidae,Eulipotyphla,8.157340556,426.9101194,NT,Carnivore,20830.844577298
2556,Myosorex tenuis,2045789381.1940103,Myosorex,Soricidae,Eulipotyphla,11.18979112,379.2929563,DD,Carnivore,2045.78938119401
2557,Myosorex varius,424218627229.00397,Myosorex,Soricidae,Eulipotyphla,11.68,379.2929563,LC,Carnivore,424218.627229004
2558,Myosorex zinki,1169681422.58562,Myosorex,Soricidae,Eulipotyphla,11.18979112,379.2929563,LC,Carnivore,1169.6814225856199
2559,Myospalax aspalax,674666397975.4039,Myospalax,Spalacidae,Rodentia,345.5,1032.923574,LC,Herbivore,674666.3979754039
2560,Myospalax myospalax,321742063825.44104,Myospalax,Spalacidae,Rodentia,225.0,1032.923574,LC,Herbivore,321742.063825441
2561,Myospalax psilurus,3135228917820.5,Myospalax,Spalacidae,Rodentia,259.21,1032.923574,LC,Herbivore,3135228.9178205
2562,Myotis adversus,242650305428.733,Myotis,Vespertilionidae,Chiroptera,10.41,2504.38545,LC,Insectivore,242650.305428733
2563,Myotis aelleni,483399239.261846,Myotis,Vespertilionidae,Chiroptera,9.597169811,2106.628504,DD,Insectivore,483.399239261846
2564,Myotis albescens,14595013005681.7,Myotis,Vespertilionidae,Chiroptera,5.69,2106.628504,LC,Insectivore,14595013.0056817
2565,Myotis alcathoe,513033946604.633,Myotis,Vespertilionidae,Chiroptera,9.597169811,2106.628504,DD,Insectivore,513033.94660463295
2566,Myotis altarium,1575127099242.16,Myotis,Vespertilionidae,Chiroptera,11.0,2504.38545,LC,Insectivore,1575127.09924216
2567,Myotis anjouanensis,426262312.784735,Myotis,Vespertilionidae,Chiroptera,9.597169811,2106.628504,DD,Insectivore,426.26231278473506
2568,Myotis annamiticus,109804595.848167,Myotis,Vespertilionidae,Chiroptera,9.597169811,2106.628504,DD,Insectivore,109.804595848167
2569,Myotis annectans,244314230532.90198,Myotis,Vespertilionidae,Chiroptera,9.75,2106.628504,LC,Insectivore,244314.230532902
2570,Myotis atacamensis,253619983228.975,Myotis,Vespertilionidae,Chiroptera,9.597169811,2106.628504,EN,Insectivore,253619.983228975
2571,Myotis ater,114452679278.57,Myotis,Vespertilionidae,Chiroptera,9.597169811,2106.628504,LC,Insectivore,114452.67927857
2572,Myotis aurascens,2607614593061.7,Myotis,Vespertilionidae,Chiroptera,9.597169811,2106.628504,LC,Insectivore,2607614.5930617
2573,Myotis auriculus,617494369282.547,Myotis,Vespertilionidae,Chiroptera,38.04,2504.38545,LC,Insectivore,617494.369282547
2575,Myotis bechsteinii,2651754461140.33,Myotis,Vespertilionidae,Chiroptera,9.47,1825.0,NT,Insectivore,2651754.46114033
2576,Myotis blythii,6188264484088.54,Myotis,Vespertilionidae,Chiroptera,23.82,2555.0,LC,Insectivore,6188264.48408854
2577,Myotis bocagii,1819165947968.89,Myotis,Vespertilionidae,Chiroptera,7.93,2106.628504,LC,Insectivore,1819165.94796889
2578,Myotis bombinus,1653525751119.04,Myotis,Vespertilionidae,Chiroptera,9.597169811,2106.628504,NT,Insectivore,1653525.75111904
2579,Myotis brandtii,7663628095723.06,Myotis,Vespertilionidae,Chiroptera,5.3,2106.628504,LC,Insectivore,7663628.09572306
2580,Myotis bucharensis,205745286761.684,Myotis,Vespertilionidae,Chiroptera,9.597169811,2106.628504,DD,Insectivore,205745.286761684
2581,Myotis californicus,3985022298944.75,Myotis,Vespertilionidae,Chiroptera,4.39,2106.628504,LC,Insectivore,3985022.29894475
2582,Myotis capaccinii,1229047570539.89,Myotis,Vespertilionidae,Chiroptera,8.15,2190.0,VU,Insectivore,1229047.57053989
2583,Myotis chiloensis,502327682058.892,Myotis,Vespertilionidae,Chiroptera,9.597169811,2106.628504,LC,Insectivore,502327.68205889204
2584,Myotis chinensis,2263217894404.97,Myotis,Vespertilionidae,Chiroptera,41.99,2504.38545,LC,Insectivore,2263217.89440497
2585,Myotis ciliolabrum,1388274927840.96,Myotis,Vespertilionidae,Chiroptera,4.89,2106.628504,LC,Insectivore,1388274.92784096
2586,Myotis cobanensis,206497725.009103,Myotis,Vespertilionidae,Chiroptera,9.597169811,2106.628504,DD,Insectivore,206.49772500910302
2587,Myotis csorbai,33435143971.6808,Myotis,Vespertilionidae,Chiroptera,9.597169811,2106.628504,DD,Insectivore,33435.1439716808
2588,Myotis dasycneme,5448884771188.9,Myotis,Vespertilionidae,Chiroptera,15.16,1825.0,NT,Insectivore,5448884.771188901
2589,Myotis daubentonii,14654913062432.6,Myotis,Vespertilionidae,Chiroptera,7.63,3298.5039,LC,Insectivore,14654913.062432598
2590,Myotis davidii,95963106760.7019,Myotis,Vespertilionidae,Chiroptera,9.597169811,2106.628504,LC,Insectivore,95963.10676070189
2591,Myotis dieteri,311910309.014025,Myotis,Vespertilionidae,Chiroptera,9.597169811,2106.628504,DD,Insectivore,311.910309014025
2592,Myotis dinellii,1666009430604.07,Myotis,Vespertilionidae,Chiroptera,9.597169811,2106.628504,LC,Insectivore,1666009.43060407
2593,Myotis dominicensis,2234992640.08365,Myotis,Vespertilionidae,Chiroptera,9.597169811,2106.628504,VU,Insectivore,2234.99264008365
2594,Myotis elegans,587280011700.538,Myotis,Vespertilionidae,Chiroptera,4.21,2106.628504,LC,Insectivore,587280.011700538
2595,Myotis emarginatus,4646864334894.68,Myotis,Vespertilionidae,Chiroptera,7.56,2542.7725,LC,Insectivore,4646864.33489468
2596,Myotis evotis,3163297003101.88,Myotis,Vespertilionidae,Chiroptera,6.91,2106.628504,LC,Insectivore,3163297.00310188
2597,Myotis fimbriatus,272135047441.94897,Myotis,Vespertilionidae,Chiroptera,9.597169811,2106.628504,LC,Insectivore,272135.04744194896
2598,Myotis findleyi,396768088.732081,Myotis,Vespertilionidae,Chiroptera,9.597169811,2106.628504,EN,Insectivore,396.76808873208097
2599,Myotis formosus,2063245621877.94,Myotis,Vespertilionidae,Chiroptera,7.07,2106.628504,LC,Insectivore,2063245.62187794
2600,Myotis fortidens,474091812026.258,Myotis,Vespertilionidae,Chiroptera,4.37,2106.628504,LC,Insectivore,474091.812026258
2601,Myotis frater,1329612353122.23,Myotis,Vespertilionidae,Chiroptera,7.54,2106.628504,DD,Insectivore,1329612.35312223
2602,Myotis gomantongensis,732494238309.4391,Myotis,Vespertilionidae,Chiroptera,9.597169811,2106.628504,LC,Insectivore,732494.238309439
2603,Myotis goudoti,504561369976.241,Myotis,Vespertilionidae,Chiroptera,5.56,2106.628504,LC,Insectivore,504561.369976241
2604,Myotis hajastanicus,826292454.620358,Myotis,Vespertilionidae,Chiroptera,9.597169811,2106.628504,CR,Insectivore,826.292454620358
2605,Myotis hasseltii,947143162393.0259,Myotis,Vespertilionidae,Chiroptera,8.7,2106.628504,LC,Insectivore,947143.1623930259
2606,Myotis hermani,3188658819.53261,Myotis,Vespertilionidae,Chiroptera,9.597169811,2106.628504,DD,Insectivore,3188.65881953261
2607,Myotis horsfieldii,2562280059100.88,Myotis,Vespertilionidae,Chiroptera,6.05,2106.628504,LC,Insectivore,2562280.05910088
2608,Myotis ikonnikovi,1524332734224.05,Myotis,Vespertilionidae,Chiroptera,9.597169811,2106.628504,LC,Insectivore,1524332.73422405
2609,Myotis keaysi,2736294005086.84,Myotis,Vespertilionidae,Chiroptera,5.45,2106.628504,LC,Insectivore,2736294.00508684
2611,Myotis laniger,2138590350244.18,Myotis,Vespertilionidae,Chiroptera,9.597169811,2106.628504,LC,Insectivore,2138590.35024418
2612,Myotis leibii,1423165264279.42,Myotis,Vespertilionidae,Chiroptera,5.22,2106.628504,LC,Insectivore,1423165.26427942
2613,Myotis levis,1393858707316.5,Myotis,Vespertilionidae,Chiroptera,5.49,2106.628504,LC,Insectivore,1393858.7073165001
2614,Myotis longipes,61481764004.4944,Myotis,Vespertilionidae,Chiroptera,9.597169811,2106.628504,DD,Insectivore,61481.764004494406
2615,Myotis lucifugus,12040881905317.6,Myotis,Vespertilionidae,Chiroptera,7.8,4117.2,LC,Insectivore,12040881.905317599
2616,Myotis macrodactylus,682552489508.826,Myotis,Vespertilionidae,Chiroptera,7.48,2106.628504,LC,Insectivore,682552.489508826
2617,Myotis macropus,1326845747265.06,Myotis,Vespertilionidae,Chiroptera,9.597169811,2106.628504,LC,Insectivore,1326845.74726506
2618,Myotis macrotarsus,281869336797.899,Myotis,Vespertilionidae,Chiroptera,12.64,1825.0,NT,Insectivore,281869.336797899
2619,Myotis martiniquensis,3812793011.29636,Myotis,Vespertilionidae,Chiroptera,9.597169811,2106.628504,NT,Insectivore,3812.79301129636
2620,Myotis melanorhinus,3263845597740.34,Myotis,Vespertilionidae,Chiroptera,9.597169811,2106.628504,LC,Insectivore,3263845.59774034
2621,Myotis moluccarum,825396207464.5791,Myotis,Vespertilionidae,Chiroptera,9.597169811,2106.628504,LC,Insectivore,825396.207464579
2622,Myotis montivagus,766719774679.073,Myotis,Vespertilionidae,Chiroptera,8.3,2106.628504,LC,Insectivore,766719.774679073
2623,Myotis morrisi,616536416.488494,Myotis,Vespertilionidae,Chiroptera,9.597169811,2106.628504,DD,Insectivore,616.5364164884941
2624,Myotis muricola,4641733707191.71,Myotis,Vespertilionidae,Chiroptera,4.8,2106.628504,LC,Insectivore,4641733.70719171
2625,Myotis myotis,3874574891492.38,Myotis,Vespertilionidae,Chiroptera,25.59,2847.0,LC,Insectivore,3874574.89149238
2626,Myotis mystacinus,4946557444192.42,Myotis,Vespertilionidae,Chiroptera,9.597169811,2864.16,LC,Insectivore,4946557.44419242
2627,Myotis nattereri,5866044430868.18,Myotis,Vespertilionidae,Chiroptera,7.25,2106.628504,LC,Insectivore,5866044.43086818
2628,Myotis nesopolus,54642105219.0415,Myotis,Vespertilionidae,Chiroptera,3.56,2106.628504,LC,Insectivore,54642.10521904151
2629,Myotis nigricans,14380226708349.4,Myotis,Vespertilionidae,Chiroptera,9.597169811,810.53,LC,Insectivore,14380226.708349401
2630,Myotis nipalensis,4946033202021.26,Myotis,Vespertilionidae,Chiroptera,9.597169811,2106.628504,LC,Insectivore,4946033.20202126
2631,Myotis occultus,996794931309.6509,Myotis,Vespertilionidae,Chiroptera,8.79,2106.628504,LC,Insectivore,996794.9313096509
2632,Myotis oreias,553450288.77166,Myotis,Vespertilionidae,Chiroptera,9.597169811,2106.628504,DD,Insectivore,553.4502887716599
2633,Myotis oxyotus,2601562791444.1,Myotis,Vespertilionidae,Chiroptera,5.65,2106.628504,LC,Insectivore,2601562.7914441
2634,Myotis peninsularis,3012545997.7206397,Myotis,Vespertilionidae,Chiroptera,9.597169811,2106.628504,EN,Insectivore,3012.5459977206397
2635,Myotis pequinius,561890714250.981,Myotis,Vespertilionidae,Chiroptera,9.597169811,2106.628504,LC,Insectivore,561890.714250981
2636,Myotis pilosus,987178166515.5941,Myotis,Vespertilionidae,Chiroptera,9.597169811,1825.0,NT,Insectivore,987178.1665155941
2637,Myotis pruinosus,2083928102.0279102,Myotis,Vespertilionidae,Chiroptera,9.597169811,2106.628504,EN,Insectivore,2083.92810202791
2639,Myotis ridleyi,864276584241.428,Myotis,Vespertilionidae,Chiroptera,4.06,1825.0,NT,Insectivore,864276.584241428
2640,Myotis riparius,14110136661059.7,Myotis,Vespertilionidae,Chiroptera,4.57,2106.628504,LC,Insectivore,14110136.661059698
2641,Myotis rosseti,467848387143.91705,Myotis,Vespertilionidae,Chiroptera,3.29,2106.628504,LC,Insectivore,467848.38714391703
2642,Myotis ruber,1795771165744.05,Myotis,Vespertilionidae,Chiroptera,4.99,2106.628504,NT,Insectivore,1795771.16574405
2643,Myotis rufopictus,45568071508.7479,Myotis,Vespertilionidae,Chiroptera,9.597169811,2106.628504,DD,Insectivore,45568.071508747904
2644,Myotis schaubi,119111398732.981,Myotis,Vespertilionidae,Chiroptera,9.597169811,2106.628504,DD,Insectivore,119111.39873298099
2645,Myotis scotti,185916871739.582,Myotis,Vespertilionidae,Chiroptera,9.597169811,2106.628504,VU,Insectivore,185916.87173958198
2646,Myotis septentrionalis,4946390394788.02,Myotis,Vespertilionidae,Chiroptera,9.597169811,2106.628504,LC,Insectivore,4946390.39478802
2647,Myotis sicarius,69838235788.3693,Myotis,Vespertilionidae,Chiroptera,9.597169811,2106.628504,VU,Insectivore,69838.2357883693
2648,Myotis siligorensis,1309769254360.58,Myotis,Vespertilionidae,Chiroptera,2.93,2106.628504,LC,Insectivore,1309769.25436058
2649,Myotis simus,2001040722228.81,Myotis,Vespertilionidae,Chiroptera,9.597169811,2106.628504,DD,Insectivore,2001040.72222881
2650,Myotis sodalis,1564971580960.88,Myotis,Vespertilionidae,Chiroptera,7.15,2106.628504,NT,Insectivore,1564971.58096088
2651,Myotis stalkeri,4156526009.96782,Myotis,Vespertilionidae,Chiroptera,9.597169811,2106.628504,DD,Insectivore,4156.526009967821
2652,Myotis thysanodes,3472250620947.15,Myotis,Vespertilionidae,Chiroptera,8.49,2106.628504,LC,Insectivore,3472250.62094715
2653,Myotis tricolor,4005107532882.2,Myotis,Vespertilionidae,Chiroptera,13.67,2504.38545,LC,Insectivore,4005107.5328822
2654,Myotis velifer,1953954931364.24,Myotis,Vespertilionidae,Chiroptera,9.82,1579.5955,LC,Insectivore,1953954.93136424
2655,Myotis vivesi,6940563951.75595,Myotis,Vespertilionidae,Chiroptera,25.63,2504.38545,VU,Insectivore,6940.563951755949
2656,Myotis volans,4711968980551.35,Myotis,Vespertilionidae,Chiroptera,8.71,1509.30515,LC,Insectivore,4711968.98055135
2657,Myotis welwitschii,4311658494683.62,Myotis,Vespertilionidae,Chiroptera,15.88,2504.38545,LC,Insectivore,4311658.49468362
2658,Myotis yanbarensis,31567201.5888073,Myotis,Vespertilionidae,Chiroptera,9.597169811,2106.628504,CR,Insectivore,31.5672015888073
2659,Myotis yumanensis,4063522233680.11,Myotis,Vespertilionidae,Chiroptera,5.15,2106.628504,LC,Insectivore,4063522.23368011
2660,Myrmecophaga tridactyla,12011643003502.4,Myrmecophaga,Myrmecophagidae,Pilosa,29531.83,4124.5275,VU,Insectivore,12011643.0035024
2661,Mysateles melanurus,31192616084.9371,Mysateles,Capromyidae,Rodentia,1426.0712,3650.0,VU,Omnivore,31192.6160849371
2662,Mysateles prehensilis,106633596494.654,Mysateles,Capromyidae,Rodentia,1650.0,3650.0,NT,Herbivore,106633.596494654
2664,Mystromys albicaudatus,501157526818.493,Mystromys,Nesomyidae,Rodentia,86.85,754.6375,EN,Omnivore,501157.526818493
2666,Naemorhedus caudatus,170979292022.269,Naemorhedus,Bovidae,Cetartiodactyla,26999.99,2555.0,VU,Herbivore,170979.29202226902
2667,Naemorhedus goral,250558813324.096,Naemorhedus,Bovidae,Cetartiodactyla,28796.51,2555.0,NT,Herbivore,250558.813324096
2668,Naemorhedus griseus,2399909638573.57,Naemorhedus,Bovidae,Cetartiodactyla,32000.0,2555.0,VU,Herbivore,2399909.63857357
2669,Nandinia binotata,6021747816590.42,Nandinia,Nandiniidae,Carnivora,2167.2,2850.514083,LC,Omnivore,6021747.81659042
2671,Nannosciurus melanotis,1074970761582.72,Nannosciurus,Sciuridae,Rodentia,50.0,1239.298869,LC,Herbivore,1074970.76158272
2672,Nanonycteris veldkampii,1711429989192.91,Nanonycteris,Pteropodidae,Chiroptera,21.89,1553.7908730000001,LC,Herbivore,1711429.98919291
2673,Napaeozapus insignis,2010052055493.77,Napaeozapus,Dipodidae,Rodentia,22.25,755.61195,LC,Omnivore,2010052.05549377
2674,Nasalis larvatus,538836391830.6,Nasalis,Cercopithecidae,Primates,12265.65,4015.0,EN,Herbivore,538836.3918306
2675,Nasua narica,2698806826054.52,Nasua,Procyonidae,Carnivora,4578.43,2994.435078,LC,Omnivore,2698806.82605452
2676,Nasua nasua,10629384428032.8,Nasua,Procyonidae,Carnivora,3775.5,2778.4359,LC,Omnivore,10629384.4280328
2677,Nasuella olivacea,247827616176.038,Nasuella,Procyonidae,Carnivora,1339.99,2486.14,NT,Omnivore,247827.61617603802
2678,Natalus espiritosantensis,2483320534771.53,Natalus,Natalidae,Chiroptera,5.99,2070.5310280000003,NT,Insectivore,2483320.53477153
2679,Natalus jamaicensis,11024670483.7968,Natalus,Natalidae,Chiroptera,5.99,2070.5310280000003,CR,Insectivore,11024.670483796799
2680,Natalus major,74327944388.0546,Natalus,Natalidae,Chiroptera,5.99,2070.5310280000003,NT,Insectivore,74327.9443880546
2681,Natalus mexicanus,2433276008880.66,Natalus,Natalidae,Chiroptera,5.99,2070.5310280000003,LC,Insectivore,2433276.00888066
2682,Natalus primus,887990404.9647869,Natalus,Natalidae,Chiroptera,5.99,2070.5310280000003,VU,Insectivore,887.990404964787
2683,Natalus stramineus,4059920154.9968204,Natalus,Natalidae,Chiroptera,5.68,2070.5310280000003,LC,Insectivore,4059.92015499682
2684,Natalus tumidirostris,1390815569974.93,Natalus,Natalidae,Chiroptera,6.3,2070.5310280000003,LC,Insectivore,1390815.56997493
2685,Neacomys dubosti,221433025804.675,Neacomys,Cricetidae,Rodentia,17.95666667,589.3882991,LC,Omnivore,221433.025804675
2686,Neacomys guianae,289438839070.445,Neacomys,Cricetidae,Rodentia,15.87,589.3882991,LC,Omnivore,289438.839070445
2687,Neacomys minutus,183731317106.493,Neacomys,Cricetidae,Rodentia,17.95666667,589.3882991,LC,Omnivore,183731.31710649302
2688,Neacomys musseri,140347467424.53302,Neacomys,Cricetidae,Rodentia,17.95666667,589.3882991,LC,Omnivore,140347.467424533
2689,Neacomys paracou,955497007605.3291,Neacomys,Cricetidae,Rodentia,17.95666667,589.3882991,LC,Omnivore,955497.007605329
2690,Neacomys pictus,484139918.01620305,Neacomys,Cricetidae,Rodentia,17.95666667,589.3882991,DD,Omnivore,484.139918016203
2691,Neacomys spinosus,3102258026865.38,Neacomys,Cricetidae,Rodentia,19.0,589.3882991,LC,Omnivore,3102258.02686538
2692,Neacomys tenuipes,224158534097.107,Neacomys,Cricetidae,Rodentia,19.0,589.3882991,LC,Omnivore,224158.53409710698
2693,Neamblysomus gunningi,9720524798.367409,Neamblysomus,Chrysochloridae,Afrosoricida,61.185,1036.557583,EN,Insectivore,9720.524798367409
2694,Neamblysomus julianae,11984214482.7466,Neamblysomus,Chrysochloridae,Afrosoricida,21.99,1036.557583,EN,Insectivore,11984.2144827466
2695,Necromys amoenus,164451097896.913,Necromys,Cricetidae,Rodentia,27.09,589.3882991,LC,Omnivore,164451.097896913
2696,Necromys benefactus,386564063966.54706,Necromys,Cricetidae,Rodentia,31.0,589.3882991,LC,Omnivore,386564.063966547
2697,Necromys lactens,163777506811.78,Necromys,Cricetidae,Rodentia,32.9,589.3882991,LC,Omnivore,163777.50681178
2698,Necromys lasiurus,5616546962052.99,Necromys,Cricetidae,Rodentia,39.93,589.3882991,LC,Omnivore,5616546.96205299
2699,Necromys lenguarum,592293393792.639,Necromys,Cricetidae,Rodentia,40.31,589.3882991,LC,Omnivore,592293.393792639
2700,Necromys obscurus,31830216105.2818,Necromys,Cricetidae,Rodentia,40.69,589.3882991,NT,Omnivore,31830.2161052818
2701,Necromys punctulatus,77905362303.9139,Necromys,Cricetidae,Rodentia,37.3,589.3882991,DD,Omnivore,77905.36230391389
2702,Necromys temchuki,104148489082.268,Necromys,Cricetidae,Rodentia,47.2,589.3882991,LC,Omnivore,104148.489082268
2703,Necromys urichi,339590636017.987,Necromys,Cricetidae,Rodentia,44.84,589.3882991,LC,Herbivore,339590.636017987
2704,Nectogale elegans,555411867194.004,Nectogale,Soricidae,Eulipotyphla,38.82,379.2929563,LC,Insectivore,555411.867194004
2705,Nectomys apicalis,1079024784769.87,Nectomys,Cricetidae,Rodentia,46.25861204,589.3882991,LC,Omnivore,1079024.78476987
2706,Nectomys palmipes,165524739838.83,Nectomys,Cricetidae,Rodentia,59.82092491,589.3882991,LC,Omnivore,165524.73983883
2707,Nectomys rattus,7115323824724.67,Nectomys,Cricetidae,Rodentia,248.8,766.22453,LC,Herbivore,7115323.82472467
2708,Nectomys squamipes,2344287566790.27,Nectomys,Cricetidae,Rodentia,184.98,766.22453,LC,Insectivore,2344287.56679027
2709,Nelsonia goldmani,2039572365.0981603,Nelsonia,Cricetidae,Rodentia,50.0,589.3882991,EN,Herbivore,2039.5723650981602
2710,Nelsonia neotomodon,24594317425.455,Nelsonia,Cricetidae,Rodentia,80.0,589.3882991,NT,Herbivore,24594.317425455
2711,Neodon forresti,8416939663.405479,Neodon,Cricetidae,Rodentia,43.09423936,589.3882991,DD,Herbivore,8416.93966340548
2712,Neodon irene,635022111203.379,Neodon,Cricetidae,Rodentia,46.25861204,589.3882991,LC,Herbivore,635022.111203379
2713,Neodon juldaschi,311957621963.789,Neodon,Cricetidae,Rodentia,37.76509979,589.3882991,LC,Herbivore,311957.621963789
2714,Neodon sikimensis,159982372786.389,Neodon,Cricetidae,Rodentia,45.25900624,589.3882991,LC,Herbivore,159982.372786389
2715,Neofelis nebulosa,1902159797962.39,Neofelis,Felidae,Carnivora,14945.05,2550.887933,VU,Carnivore,1902159.79796239
2716,Neofiber alleni,119935195619.27301,Neofiber,Cricetidae,Rodentia,265.38,766.22453,LC,Herbivore,119935.19561927301
