,Binomial,Range_m,Genus,Family,Order,AdultBodyMassG,GenerationLengthD,RedListStatus,TrophicLevel,Range
1342,Galictis vittata,10014921106939.0,Galictis,Mustelidae,Carnivora,3200.0,1261.998333,LC,Omnivore,10014921.106939
1343,Galidia elegans,92492351483.7289,Galidia,Eupleridae,Carnivora,810.0,2471.524217,LC,Omnivore,92492.35148372891
1344,Galidictis fasciata,82601721200.0888,Galidictis,Eupleridae,Carnivora,549.99,2029.31,VU,Carnivore,82601.7212000888
1345,Gazella cuvieri,152444459928.803,Gazella,Bovidae,Cetartiodactyla,25000.0,2022.515,VU,Herbivore,152444.459928803
1347,Gazella spekei,174000218891.105,Gazella,Bovidae,Cetartiodactyla,20000.0,2190.0,EN,Herbivore,174000.218891105
1348,Genetta abyssinica,501099835585.761,Genetta,Viverridae,Carnivora,1405.48,2713.4,DD,Carnivore,501099.835585761
1349,Genetta angolensis,1399075965041.68,Genetta,Viverridae,Carnivora,1859.64,3147.39,LC,Carnivore,1399075.96504168
1350,Genetta genetta,13963100997339.5,Genetta,Viverridae,Carnivora,1756.17,4194.8998329999995,LC,Omnivore,13963100.997339498
1351,Genetta johnstoni,307033321772.62897,Genetta,Viverridae,Carnivora,2225.0,2555.0,NT,Carnivore,307033.321772629
1352,Genetta maculata,12856906191251.9,Genetta,Viverridae,Carnivora,1950.0,2764.52,LC,Carnivore,12856906.1912519
1353,Genetta pardina,1435141691393.69,Genetta,Viverridae,Carnivora,2290.868,4294.58,LC,Carnivore,1435141.69139369
1354,Genetta poensis,129350491143.54301,Genetta,Viverridae,Carnivora,1865.378167,3423.7,DD,Carnivore,129350.49114354301
1355,Genetta servalina,3171148457031.44,Genetta,Viverridae,Carnivora,1175.84,2211.9,LC,Carnivore,3171148.45703144
1356,Genetta thierryi,2584305827996.39,Genetta,Viverridae,Carnivora,1400.0,2198.09,LC,Carnivore,2584305.82799639
1357,Genetta tigrina,212859644449.13,Genetta,Viverridae,Carnivora,2066.57,2498.9818,LC,Carnivore,212859.64444913
1358,Genetta victoriae,542907301641.48706,Genetta,Viverridae,Carnivora,2743.69,3212.0,LC,Carnivore,542907.301641487
1359,Geocapromys brownii,781115023.355741,Geocapromys,Capromyidae,Rodentia,1497.48,1412.915,VU,Herbivore,781.115023355741
1360,Geogale aurita,10985161462.3612,Geogale,Tenrecidae,Afrosoricida,6.69,1052.575981,LC,Insectivore,10985.1614623612
1362,Geomys attwateri,47739849435.2007,Geomys,Geomyidae,Rodentia,144.06,1126.8755,LC,Herbivore,47739.849435200704
1363,Geomys breviceps,204297601333.249,Geomys,Geomyidae,Rodentia,136.47,1126.8755,LC,Herbivore,204297.60133324898
1364,Geomys bursarius,1536362139433.51,Geomys,Geomyidae,Rodentia,203.75,1126.8755,LC,Herbivore,1536362.13943351
1366,Geomys personatus,35465314260.8317,Geomys,Geomyidae,Rodentia,397.0,1126.8755,LC,Herbivore,35465.3142608317
1367,Geomys pinetis,241352667461.52,Geomys,Geomyidae,Rodentia,201.15,1126.8755,LC,Herbivore,241352.66746152
1368,Geomys texensis,18189303642.5134,Geomys,Geomyidae,Rodentia,203.75099999999998,1126.8755,LC,Herbivore,18189.3036425134
1369,Geomys tropicalis,1683798912.42543,Geomys,Geomyidae,Rodentia,349.99,1126.8755,CR,Herbivore,1683.79891242543
1370,Georychus capensis,159405665642.234,Georychus,Bathyergidae,Rodentia,188.36,967.375,LC,Herbivore,159405.665642234
1371,Geoxus valdivianus,232674620971.453,Geoxus,Cricetidae,Rodentia,30.8,589.3882991,LC,Insectivore,232674.620971453
1372,Gerbilliscus afra,100211971892.348,Gerbilliscus,Muridae,Rodentia,92.13,682.2908,LC,Omnivore,100211.97189234801
1373,Gerbilliscus boehmi,1160670685650.88,Gerbilliscus,Muridae,Rodentia,49.03325904,682.2908,LC,Omnivore,1160670.68565088
1374,Gerbilliscus brantsii,2084250891645.58,Gerbilliscus,Muridae,Rodentia,89.41,682.2908,LC,Omnivore,2084250.89164558
1375,Gerbilliscus gambiana,281829322913.299,Gerbilliscus,Muridae,Rodentia,99.38302355,682.2908,LC,Omnivore,281829.32291329897
1376,Gerbilliscus guineae,892568328996.7991,Gerbilliscus,Muridae,Rodentia,102.5,627.2105,LC,Omnivore,892568.3289967991
1377,Gerbilliscus inclusus,218326248827.74103,Gerbilliscus,Muridae,Rodentia,118.5,627.2105,LC,Omnivore,218326.24882774102
1378,Gerbilliscus kempi,4610375987573.81,Gerbilliscus,Muridae,Rodentia,100.83,627.2105,LC,Omnivore,4610375.98757381
1379,Gerbilliscus leucogaster,5765220012004.28,Gerbilliscus,Muridae,Rodentia,73.75,682.2908,LC,Omnivore,5765220.01200428
1380,Gerbilliscus nigricaudus,610486933454.951,Gerbilliscus,Muridae,Rodentia,123.0,627.2105,LC,Omnivore,610486.933454951
1381,Gerbilliscus phillipsi,71840737672.0262,Gerbilliscus,Muridae,Rodentia,127.07,627.2105,LC,Omnivore,71840.7376720262
1382,Gerbilliscus robustus,5165788123684.88,Gerbilliscus,Muridae,Rodentia,95.99,682.2908,LC,Omnivore,5165788.12368488
1383,Gerbilliscus validus,4626297076951.67,Gerbilliscus,Muridae,Rodentia,121.0,627.2105,LC,Omnivore,4626297.07695167
1384,Gerbillurus paeba,2191068736695.53,Gerbillurus,Muridae,Rodentia,25.91,624.3996409,LC,Herbivore,2191068.73669553
1385,Gerbillurus setzeri,48792267697.0432,Gerbillurus,Muridae,Rodentia,38.29,624.3996409,LC,Herbivore,48792.2676970432
1386,Gerbillurus tytonis,56157026883.4523,Gerbillurus,Muridae,Rodentia,29.79,624.3996409,LC,Herbivore,56157.0268834523
1387,Gerbillurus vallinus,286817658222.56104,Gerbillurus,Muridae,Rodentia,35.24,624.3996409,LC,Herbivore,286817.658222561
1388,Gerbillus acticola,22931459612.0237,Gerbillus,Muridae,Rodentia,40.08709228,951.2818,DD,Omnivore,22931.4596120237
1389,Gerbillus amoenus,855059372064.261,Gerbillus,Muridae,Rodentia,13.2,951.2818,LC,Omnivore,855059.3720642609
1390,Gerbillus andersoni,117595800017.265,Gerbillus,Muridae,Rodentia,27.5,951.2818,LC,Omnivore,117595.800017265
1391,Gerbillus aquilus,559283137567.042,Gerbillus,Muridae,Rodentia,63.85388804,951.2818,LC,Omnivore,559283.137567042
1392,Gerbillus bottai,31778877328.2787,Gerbillus,Muridae,Rodentia,40.08709228,951.2818,DD,Omnivore,31778.8773282787
1393,Gerbillus brockmani,308690665.473621,Gerbillus,Muridae,Rodentia,40.08709228,951.2818,DD,Omnivore,308.690665473621
1394,Gerbillus campestris,1163231536359.15,Gerbillus,Muridae,Rodentia,28.4,951.2818,LC,Omnivore,1163231.53635915
1395,Gerbillus cheesmani,2285825369038.71,Gerbillus,Muridae,Rodentia,28.0,951.2818,LC,Omnivore,2285825.36903871
1396,Gerbillus cosensis,138824185107.236,Gerbillus,Muridae,Rodentia,40.08709228,951.2818,DD,Omnivore,138824.185107236
1397,Gerbillus dasyurus,1542832661529.72,Gerbillus,Muridae,Rodentia,23.5,951.2818,LC,Omnivore,1542832.66152972
1398,Gerbillus dunni,359416913007.12604,Gerbillus,Muridae,Rodentia,63.85388804,951.2818,LC,Omnivore,359416.913007126
1399,Gerbillus famulus,52564294740.045,Gerbillus,Muridae,Rodentia,37.0,951.2818,LC,Omnivore,52564.294740045
1400,Gerbillus floweri,78484120851.3668,Gerbillus,Muridae,Rodentia,63.85388804,951.2818,LC,Omnivore,78484.1208513668
1401,Gerbillus gerbillus,9376307815191.18,Gerbillus,Muridae,Rodentia,26.99,951.2818,LC,Omnivore,9376307.81519118
1402,Gerbillus gleadowi,183767535867.02698,Gerbillus,Muridae,Rodentia,26.01,951.2818,LC,Omnivore,183767.53586702698
1403,Gerbillus grobbeni,1140105965.95626,Gerbillus,Muridae,Rodentia,40.08709228,951.2818,DD,Omnivore,1140.10596595626
1404,Gerbillus harwoodi,205253702653.41898,Gerbillus,Muridae,Rodentia,63.85388804,951.2818,LC,Omnivore,205253.702653419
1405,Gerbillus henleyi,3846929132406.42,Gerbillus,Muridae,Rodentia,8.0,951.2818,LC,Omnivore,3846929.13240642
1406,Gerbillus hesperinus,724542156.595093,Gerbillus,Muridae,Rodentia,63.85388804,951.2818,EN,Omnivore,724.5421565950929
1407,Gerbillus hoogstraali,6611867823.18464,Gerbillus,Muridae,Rodentia,63.85388804,951.2818,VU,Omnivore,6611.86782318464
1408,Gerbillus jamesi,812516957.588541,Gerbillus,Muridae,Rodentia,40.08709228,951.2818,DD,Omnivore,812.516957588541
1409,Gerbillus juliani,67878864508.3999,Gerbillus,Muridae,Rodentia,40.08709228,951.2818,LC,Omnivore,67878.8645083999
1410,Gerbillus latastei,176128179649.27103,Gerbillus,Muridae,Rodentia,39.55,951.2818,LC,Omnivore,176128.179649271
1411,Gerbillus lowei,3445452622.25501,Gerbillus,Muridae,Rodentia,40.08709228,951.2818,DD,Omnivore,3445.4526222550103
1412,Gerbillus maghrebi,55225667399.3431,Gerbillus,Muridae,Rodentia,63.85388804,951.2818,LC,Omnivore,55225.667399343096
1413,Gerbillus mesopotamiae,219864081093.358,Gerbillus,Muridae,Rodentia,20.0,951.2818,LC,Omnivore,219864.08109335802
1414,Gerbillus muriculus,523944728.05156904,Gerbillus,Muridae,Rodentia,40.08709228,951.2818,DD,Omnivore,523.944728051569
1415,Gerbillus nancillus,1317062889184.48,Gerbillus,Muridae,Rodentia,40.08709228,951.2818,DD,Omnivore,1317062.88918448
1416,Gerbillus nanus,10184493145132.8,Gerbillus,Muridae,Rodentia,25.5,951.2818,LC,Omnivore,10184493.1451328
1417,Gerbillus nigeriae,71424327369.0932,Gerbillus,Muridae,Rodentia,29.7,951.2818,LC,Omnivore,71424.3273690932
1418,Gerbillus occiduus,49789426379.25,Gerbillus,Muridae,Rodentia,40.08709228,951.2818,DD,Omnivore,49789.42637925
1419,Gerbillus percivali,18156331.9970578,Gerbillus,Muridae,Rodentia,40.08709228,951.2818,DD,Omnivore,18.1563319970578
1420,Gerbillus perpallidus,24834493465.6231,Gerbillus,Muridae,Rodentia,52.22,951.2818,LC,Omnivore,24834.4934656231
1421,Gerbillus poecilops,102195846567.614,Gerbillus,Muridae,Rodentia,31.5,951.2818,LC,Omnivore,102195.846567614
1422,Gerbillus principulus,2405193888.9966,Gerbillus,Muridae,Rodentia,40.08709228,951.2818,DD,Omnivore,2405.1938889966
1423,Gerbillus pulvinatus,34346013839.7666,Gerbillus,Muridae,Rodentia,63.85388804,951.2818,LC,Omnivore,34346.0138397666
1424,Gerbillus pusillus,570306770419.273,Gerbillus,Muridae,Rodentia,12.55,951.2818,LC,Omnivore,570306.770419273
1425,Gerbillus pyramidum,3345482833724.84,Gerbillus,Muridae,Rodentia,42.8,951.2818,LC,Omnivore,3345482.83372484
1426,Gerbillus rosalinda,166259447448.986,Gerbillus,Muridae,Rodentia,63.85388804,951.2818,LC,Omnivore,166259.447448986
1427,Gerbillus rupicola,42517336939.7678,Gerbillus,Muridae,Rodentia,40.08709228,951.2818,LC,Omnivore,42517.336939767796
1428,Gerbillus simoni,259962225173.232,Gerbillus,Muridae,Rodentia,17.4,951.2818,LC,Omnivore,259962.225173232
1429,Gerbillus somalicus,52589685770.7915,Gerbillus,Muridae,Rodentia,40.08709228,951.2818,DD,Omnivore,52589.685770791504
1430,Gerbillus stigmonyx,28879977366.581,Gerbillus,Muridae,Rodentia,40.08709228,951.2818,DD,Omnivore,28879.977366581003
1431,Gerbillus tarabuli,6332114472816.34,Gerbillus,Muridae,Rodentia,63.85388804,951.2818,LC,Omnivore,6332114.47281634
1432,Gerbillus watersi,123298497082.06,Gerbillus,Muridae,Rodentia,10.4,951.2818,LC,Omnivore,123298.49708206
1433,Glaucomys sabrinus,7852908639455.15,Glaucomys,Sciuridae,Rodentia,137.53,1729.4573,LC,Omnivore,7852908.63945515
1434,Glaucomys volans,3848743427809.51,Glaucomys,Sciuridae,Rodentia,71.9,1930.24335,LC,Omnivore,3848743.42780951
1435,Glauconycteris alboguttata,469400196034.633,Glauconycteris,Vespertilionidae,Chiroptera,8.347142857,2055.239876,LC,Insectivore,469400.196034633
1436,Glauconycteris argentata,3996259902794.52,Glauconycteris,Vespertilionidae,Chiroptera,9.3,2055.239876,LC,Insectivore,3996259.90279452
1437,Glauconycteris beatrix,1964722550716.84,Glauconycteris,Vespertilionidae,Chiroptera,7.5,2055.239876,LC,Insectivore,1964722.55071684
1438,Glauconycteris curryae,276798088325.965,Glauconycteris,Vespertilionidae,Chiroptera,8.347142857,2055.239876,DD,Insectivore,276798.088325965
1439,Glauconycteris egeria,386706303784.115,Glauconycteris,Vespertilionidae,Chiroptera,8.347142857,2055.239876,DD,Insectivore,386706.303784115
1440,Glauconycteris gleni,624975289.095608,Glauconycteris,Vespertilionidae,Chiroptera,10.81,2051.6662079999996,DD,Insectivore,624.975289095608
1441,Glauconycteris humeralis,381910532341.428,Glauconycteris,Vespertilionidae,Chiroptera,5.49,2055.239876,DD,Insectivore,381910.532341428
1442,Glauconycteris kenyacola,312495784.076852,Glauconycteris,Vespertilionidae,Chiroptera,7.17,2055.239876,DD,Insectivore,312.495784076852
1443,Glauconycteris machadoi,306719759.77165496,Glauconycteris,Vespertilionidae,Chiroptera,8.347142857,2055.239876,DD,Insectivore,306.719759771655
1444,Glauconycteris poensis,1529313854518.33,Glauconycteris,Vespertilionidae,Chiroptera,6.91,2055.239876,LC,Insectivore,1529313.85451833
1445,Glauconycteris superba,933918660.308884,Glauconycteris,Vespertilionidae,Chiroptera,8.347142857,2055.239876,LC,Insectivore,933.918660308884
1447,Glironia venusta,2883870902091.46,Glironia,Didelphidae,Didelphimorphia,114.0,843.3734222,LC,Omnivore,2883870.90209146
1448,Glirulus japonicus,211072726109.29,Glirulus,Gliridae,Rodentia,27.0,883.5172,LC,Omnivore,211072.72610929
1449,Glis glis,3718876798281.26,Glis,Gliridae,Rodentia,128.09,1152.9402,LC,Omnivore,3718876.79828126
1450,Glischropus javanus,660829368.410594,Glischropus,Vespertilionidae,Chiroptera,4.59,2055.239876,DD,Insectivore,660.829368410594
1451,Glischropus tylopus,2451566543144.97,Glischropus,Vespertilionidae,Chiroptera,4.59,2055.239876,LC,Insectivore,2451566.54314497
1452,Glossophaga commissarisi,3716729942135.02,Glossophaga,Phyllostomidae,Chiroptera,9.15,2064.27635,LC,Omnivore,3716729.94213502
1453,Glossophaga leachii,480889971494.95703,Glossophaga,Phyllostomidae,Chiroptera,10.24,2064.27635,LC,Omnivore,480889.97149495705
1454,Glossophaga longirostris,1570762122365.74,Glossophaga,Phyllostomidae,Chiroptera,13.32,2064.27635,DD,Omnivore,1570762.12236574
1455,Glossophaga morenoi,327072966040.25604,Glossophaga,Phyllostomidae,Chiroptera,8.54,2064.27635,LC,Omnivore,327072.966040256
1456,Glossophaga soricina,14858410302299.6,Glossophaga,Phyllostomidae,Chiroptera,9.97,2064.27635,LC,Herbivore,14858410.3022996
1457,Glyphonycteris behnii,1037073237692.8,Glyphonycteris,Phyllostomidae,Chiroptera,13.76,2064.27635,DD,Omnivore,1037073.2376928001
1458,Glyphonycteris daviesi,4659985909699.49,Glyphonycteris,Phyllostomidae,Chiroptera,18.61,2064.27635,LC,Omnivore,4659985.90969949
1459,Glyphonycteris sylvestris,6011996714659.5,Glyphonycteris,Phyllostomidae,Chiroptera,8.91,2064.27635,LC,Insectivore,6011996.7146595
1460,Glyphotes simus,20212494646.3253,Glyphotes,Sciuridae,Rodentia,590.0703712999999,1384.121263,DD,Herbivore,20212.4946463253
1461,Golunda ellioti,2864575375720.88,Golunda,Muridae,Rodentia,60.73,624.3996409,LC,Herbivore,2864575.37572088
1462,Gracilinanus aceramarcae,27595480998.6875,Gracilinanus,Didelphidae,Didelphimorphia,20.5,642.840025,LC,Omnivore,27595.4809986875
1463,Gracilinanus agilis,3609142699928.91,Gracilinanus,Didelphidae,Didelphimorphia,22.03,642.840025,LC,Omnivore,3609142.69992891
1464,Gracilinanus dryas,30098164905.7452,Gracilinanus,Didelphidae,Didelphimorphia,18.53,642.840025,LC,Omnivore,30098.1649057452
1465,Gracilinanus emiliae,174120233777.208,Gracilinanus,Didelphidae,Didelphimorphia,7.59,684.5132021000001,DD,Omnivore,174120.23377720802
1466,Gracilinanus marica,329096279185.234,Gracilinanus,Didelphidae,Didelphimorphia,23.8,642.840025,LC,Omnivore,329096.279185234
1467,Gracilinanus microtarsus,631663975968.269,Gracilinanus,Didelphidae,Didelphimorphia,29.3,642.840025,LC,Omnivore,631663.9759682689
1468,Grammomys aridulus,25446341685.2393,Grammomys,Muridae,Rodentia,47.34722201,555.65905,DD,Omnivore,25446.341685239302
1469,Grammomys buntingi,174205553531.51,Grammomys,Muridae,Rodentia,47.34722201,555.65905,DD,Omnivore,174205.55353151
1470,Grammomys caniceps,41169261901.8335,Grammomys,Muridae,Rodentia,47.34722201,555.65905,DD,Omnivore,41169.2619018335
1471,Grammomys cometes,417998143819.275,Grammomys,Muridae,Rodentia,45.0,555.65905,LC,Omnivore,417998.143819275
1472,Grammomys dolichurus,3257251849289.97,Grammomys,Muridae,Rodentia,41.85,555.65905,LC,Omnivore,3257251.84928997
1473,Grammomys dryas,23110403125.4317,Grammomys,Muridae,Rodentia,63.85388804,555.65905,NT,Omnivore,23110.403125431698
1474,Grammomys gigas,1912136141.4594898,Grammomys,Muridae,Rodentia,63.85388804,555.65905,EN,Omnivore,1912.1361414594896
1475,Grammomys ibeanus,215705062735.48398,Grammomys,Muridae,Rodentia,41.19,555.65905,LC,Omnivore,215705.06273548398
1476,Grammomys kuru,2284481986729.54,Grammomys,Muridae,Rodentia,50.03,555.65905,LC,Omnivore,2284481.98672954
1477,Grammomys macmillani,243998493542.213,Grammomys,Muridae,Rodentia,37.01,555.65905,LC,Omnivore,243998.49354221302
1478,Grammomys minnae,10922727533.3515,Grammomys,Muridae,Rodentia,35.99,555.65905,VU,Omnivore,10922.7275333515
1479,Graomys domorum,101529241500.66301,Graomys,Cricetidae,Rodentia,102.0,766.22453,LC,Herbivore,101529.241500663
1480,Graomys edithae,408106302.955739,Graomys,Cricetidae,Rodentia,40.4,589.3882991,DD,Herbivore,408.106302955739
1481,Graomys griseoflavus,2012582249693.53,Graomys,Cricetidae,Rodentia,68.32,589.3882991,LC,Herbivore,2012582.24969353
1482,Graphiurus angolensis,214684157054.09198,Graphiurus,Gliridae,Rodentia,23.82218973,879.124225,DD,Omnivore,214684.15705409198
1483,Graphiurus christyi,394070489395.216,Graphiurus,Gliridae,Rodentia,3.015691219,981.282475,LC,Omnivore,394070.489395216
1484,Graphiurus crassicaudatus,509777963355.739,Graphiurus,Gliridae,Rodentia,23.82218973,879.124225,DD,Omnivore,509777.96335573896
1485,Graphiurus johnstoni,7321075702.3921,Graphiurus,Gliridae,Rodentia,23.82218973,879.124225,DD,Omnivore,7321.0757023921
1486,Graphiurus kelleni,2773770983129.09,Graphiurus,Gliridae,Rodentia,10.5,879.124225,LC,Omnivore,2773770.98312909
1487,Graphiurus lorraineus,3472143441157.73,Graphiurus,Gliridae,Rodentia,27.00440498,879.124225,LC,Omnivore,3472143.44115773
1488,Graphiurus microtis,3300458450836.38,Graphiurus,Gliridae,Rodentia,3.365900551,981.282475,LC,Omnivore,3300458.45083638
1489,Graphiurus monardi,35743073207.9913,Graphiurus,Gliridae,Rodentia,23.82218973,879.124225,DD,Omnivore,35743.0732079913
1490,Graphiurus murinus,966155444216.438,Graphiurus,Gliridae,Rodentia,20.07,879.124225,LC,Omnivore,966155.444216438
1491,Graphiurus nagtglasii,882351202809.805,Graphiurus,Gliridae,Rodentia,30.0,879.124225,LC,Omnivore,882351.202809805
1492,Graphiurus ocularis,323125647118.538,Graphiurus,Gliridae,Rodentia,68.8,879.124225,LC,Omnivore,323125.64711853804
1493,Graphiurus platyops,340551543876.972,Graphiurus,Gliridae,Rodentia,46.1,879.124225,LC,Omnivore,340551.543876972
1494,Graphiurus rupicola,54377697640.8767,Graphiurus,Gliridae,Rodentia,3.365900551,981.282475,LC,Omnivore,54377.6976408767
1495,Graphiurus surdus,68788366049.5488,Graphiurus,Gliridae,Rodentia,26.0,879.124225,DD,Omnivore,68788.3660495488
1496,Gulo gulo,24394376489523.0,Gulo,Mustelidae,Carnivora,12792.49,2622.30185,LC,Omnivore,24394376.489523
1497,Gymnuromys roberti,77428377425.3641,Gymnuromys,Nesomyidae,Rodentia,97.5,604.575,LC,Omnivore,77428.3774253641
1498,Habromys chinanteco,83037006.81392841,Habromys,Cricetidae,Rodentia,40.0,589.3882991,CR,Omnivore,83.0370068139284
1499,Habromys delicatulus,820417032.074783,Habromys,Cricetidae,Rodentia,49.098,589.3882991,EN,Omnivore,820.417032074783
1500,Habromys ixtlani,92151448.4036147,Habromys,Cricetidae,Rodentia,40.5,589.3882991,CR,Omnivore,92.15144840361471
1501,Habromys lepturus,86003515.0760574,Habromys,Cricetidae,Rodentia,84.99,589.3882991,CR,Omnivore,86.00351507605741
1502,Habromys lophurus,25199025448.8642,Habromys,Cricetidae,Rodentia,40.0,589.3882991,NT,Omnivore,25199.0254488642
1503,Habromys schmidlyi,90335939.5702297,Habromys,Cricetidae,Rodentia,49.098,589.3882991,CR,Omnivore,90.3359395702297
1504,Habromys simulatus,1451407400.66076,Habromys,Cricetidae,Rodentia,40.0,589.3882991,EN,Omnivore,1451.4074006607598
1505,Hadromys humei,2051047572.95865,Hadromys,Muridae,Rodentia,59.0,624.3996409,EN,Herbivore,2051.04757295865
1506,Hadromys yunnanensis,2704548341.3105397,Hadromys,Muridae,Rodentia,59.0,624.3996409,DD,Herbivore,2704.54834131054
1507,Haeromys margarettae,2172946232.99778,Haeromys,Muridae,Rodentia,12.55,624.3996409,DD,Omnivore,2172.94623299778
1508,Haeromys minahassae,1377114016.5776699,Haeromys,Muridae,Rodentia,14.7,624.3996409,VU,Herbivore,1377.1140165776699
1509,Haeromys pusillus,40133794821.7462,Haeromys,Muridae,Rodentia,10.4,624.3996409,VU,Omnivore,40133.7948217462
1510,Handleyomys alfaroi,838400128839.5941,Handleyomys,Cricetidae,Rodentia,33.3,589.3882991,LC,Omnivore,838400.1288395941
1511,Handleyomys chapmani,36270899296.9606,Handleyomys,Cricetidae,Rodentia,49.995,589.3882991,LC,Omnivore,36270.8992969606
1512,Handleyomys fuscatus,79253017568.3283,Handleyomys,Cricetidae,Rodentia,49.5,589.3882991,LC,Omnivore,79253.0175683283
1513,Handleyomys intectus,9776979789.066341,Handleyomys,Cricetidae,Rodentia,60.5,589.3882991,LC,Omnivore,9776.97978906634
1514,Handleyomys melanotis,138450878406.182,Handleyomys,Cricetidae,Rodentia,49.995,589.3882991,LC,Omnivore,138450.878406182
1515,Handleyomys rhabdops,8208755159.1341,Handleyomys,Cricetidae,Rodentia,33.0,589.3882991,VU,Omnivore,8208.7551591341
1516,Handleyomys rostratus,548404320563.96295,Handleyomys,Cricetidae,Rodentia,42.5,589.3882991,LC,Omnivore,548404.3205639629
1517,Handleyomys saturatior,108657117502.92401,Handleyomys,Cricetidae,Rodentia,33.0,589.3882991,NT,Omnivore,108657.117502924
1519,Hapalemur griseus,85665696280.4685,Hapalemur,Lemuridae,Primates,916.0,3285.0,VU,Herbivore,85665.6962804685
1520,Hapalemur meridionalis,6546621768.96735,Hapalemur,Lemuridae,Primates,935.0,3285.0,VU,Herbivore,6546.621768967349
1521,Hapalemur occidentalis,39776365378.7162,Hapalemur,Lemuridae,Primates,1000.0,3285.0,VU,Herbivore,39776.365378716204
1522,Hapalomys delacouri,388134009334.02203,Hapalomys,Muridae,Rodentia,64.3,624.3996409,VU,Herbivore,388134.009334022
1523,Hapalomys longicaudatus,477713452.90097195,Hapalomys,Muridae,Rodentia,70.0,624.3996409,EN,Herbivore,477.71345290097196
1524,Haplonycteris fischeri,264779283704.927,Haplonycteris,Pteropodidae,Chiroptera,18.25,1350.0402,LC,Herbivore,264779.283704927
1525,Harpiocephalus harpia,904195828792.353,Harpiocephalus,Vespertilionidae,Chiroptera,13.65,2051.6662079999996,LC,Insectivore,904195.8287923529
1526,Harpiola grisea,864083767.844543,Harpiola,Vespertilionidae,Chiroptera,10.17892383,2051.6662079999996,DD,Insectivore,864.083767844543
1527,Harpiola isodon,11832811297.4102,Harpiola,Vespertilionidae,Chiroptera,10.17892383,2051.6662079999996,DD,Insectivore,11832.8112974102
1528,Harpyionycteris celebensis,169411149977.279,Harpyionycteris,Pteropodidae,Chiroptera,116.77,1825.0,VU,Herbivore,169411.149977279
1529,Harpyionycteris whiteheadi,171865465994.826,Harpyionycteris,Pteropodidae,Chiroptera,135.48,1825.0,LC,Herbivore,171865.465994826
1530,Heimyscus fumosus,477491154471.25104,Heimyscus,Muridae,Rodentia,17.2,624.3996409,LC,Omnivore,477491.154471251
1531,Helarctos malayanus,1113519667052.45,Helarctos,Ursidae,Carnivora,57075.78,3650.0,VU,Omnivore,1113519.66705245
1532,Heliophobius argenteocinereus,2122615237935.88,Heliophobius,Bathyergidae,Rodentia,159.46,967.375,LC,Herbivore,2122615.23793588
1533,Heliosciurus gambianus,4714372504927.04,Heliosciurus,Sciuridae,Rodentia,248.36,1384.121263,LC,Omnivore,4714372.50492704
1534,Heliosciurus mutabilis,1063836974229.87,Heliosciurus,Sciuridae,Rodentia,390.0,1384.121263,LC,Omnivore,1063836.97422987
1535,Heliosciurus punctatus,325700897027.992,Heliosciurus,Sciuridae,Rodentia,173.85,1384.121263,DD,Omnivore,325700.897027992
1536,Heliosciurus rufobrachium,2935775088903.49,Heliosciurus,Sciuridae,Rodentia,332.88,1384.121263,LC,Omnivore,2935775.08890349
1537,Heliosciurus ruwenzorii,140580947189.004,Heliosciurus,Sciuridae,Rodentia,291.0,1384.121263,LC,Omnivore,140580.94718900401
1538,Heliosciurus undulatus,129267435905.929,Heliosciurus,Sciuridae,Rodentia,347.33,1384.121263,DD,Omnivore,129267.435905929
1539,Helogale hirtula,912501453301.402,Helogale,Herpestidae,Carnivora,484.63,1414.679167,LC,Omnivore,912501.453301402
1540,Helogale parvula,6918503914201.36,Helogale,Herpestidae,Carnivora,281.83,1776.1677780000002,LC,Insectivore,6918503.91420136
1541,Hemibelideus lemuroides,2913767884.29699,Hemibelideus,Pseudocheiridae,Diprotodontia,993.59,1217.0925,NT,Herbivore,2913.76788429699
1542,Hemicentetes nigriceps,39236487541.4664,Hemicentetes,Tenrecidae,Afrosoricida,102.99,390.5005,LC,Insectivore,39236.4875414664
1543,Hemicentetes semispinosus,122554357556.73401,Hemicentetes,Tenrecidae,Afrosoricida,134.0,392.56485,LC,Insectivore,122554.357556734
1544,Hemiechinus auritus,8465496907635.47,Hemiechinus,Erinaceidae,Eulipotyphla,322.04,940.3939,LC,Omnivore,8465496.90763547
1545,Hemiechinus collaris,272308565512.868,Hemiechinus,Erinaceidae,Eulipotyphla,141.0,940.3939,LC,Omnivore,272308.565512868
1546,Hemigalus derbyanus,1354858347467.36,Hemigalus,Viverridae,Carnivora,1262.7,1825.0,NT,Insectivore,1354858.34746736
1547,Hemitragus jemlahicus,124007943291.488,Hemitragus,Bovidae,Cetartiodactyla,68616.43,2555.0,NT,Herbivore,124007.943291488
1548,Herpestes brachyurus,1271946614898.28,Herpestes,Herpestidae,Carnivora,1396.16,1730.465,NT,Omnivore,1271946.61489828
1549,Herpestes edwardsii,4314164465329.68,Herpestes,Herpestidae,Carnivora,1324.2,1585.89115,LC,Insectivore,4314164.46532968
1550,Herpestes flavescens,218032509214.588,Herpestes,Herpestidae,Carnivora,750.0,2376.15,LC,Omnivore,218032.509214588
1551,Herpestes fuscus,42989009055.516,Herpestes,Herpestidae,Carnivora,1348.963,1825.0,LC,Omnivore,42989.009055516
