,binomial,Range,AdultBodyMass_g,Red List status,TrophicLevel,Order
2771,Myosorex okuensis,4126.8012558017,8.157340556,VU,Carnivore,EULIPOTYPHLA
2772,Myosorex rumpii,254.12981889961003,15.99558029,EN,Carnivore,EULIPOTYPHLA
2773,Myosorex schalleri,98.902221819642,11.18979112,DD,Carnivore,EULIPOTYPHLA
2774,Myosorex sclateri,20830.844577298,8.157340556,NT,Carnivore,EULIPOTYPHLA
2775,Myosorex tenuis,2045.78938119401,11.18979112,DD,Carnivore,EULIPOTYPHLA
2776,Myosorex varius,424218.627229004,11.68,LC,Carnivore,EULIPOTYPHLA
2777,Myosorex zinki,1169.6814225856199,11.18979112,LC,Carnivore,EULIPOTYPHLA
2778,Myospalax aspalax,674666.3979754039,345.5,LC,Herbivore,RODENTIA
2779,Myospalax myospalax,321742.063825441,225.0,LC,Herbivore,RODENTIA
2780,Myospalax psilurus,3135228.9178205,259.21,LC,Herbivore,RODENTIA
2781,Myotis adversus,242650.305428733,10.41,LC,Insectivore,CHIROPTERA
2782,Myotis aelleni,483.399239261846,9.597169811,DD,Insectivore,CHIROPTERA
2783,Myotis albescens,14595013.0056817,5.69,LC,Insectivore,CHIROPTERA
2784,Myotis alcathoe,513033.94660463295,9.597169811,DD,Insectivore,CHIROPTERA
2785,Myotis altarium,1575127.09924216,11.0,LC,Insectivore,CHIROPTERA
2786,Myotis anjouanensis,426.26231278473506,9.597169811,DD,Insectivore,CHIROPTERA
2787,Myotis annamiticus,109.804595848167,9.597169811,DD,Insectivore,CHIROPTERA
2788,Myotis annectans,244314.230532902,9.75,LC,Insectivore,CHIROPTERA
2789,Myotis atacamensis,253619.983228975,9.597169811,EN,Insectivore,CHIROPTERA
2790,Myotis ater,114452.67927857,9.597169811,LC,Insectivore,CHIROPTERA
2791,Myotis aurascens,2607614.5930617,9.597169811,LC,Insectivore,CHIROPTERA
2792,Myotis auriculus,617494.369282547,38.04,LC,Insectivore,CHIROPTERA
2793,Myotis austroriparius,832901.781706172,7.35,LC,Insectivore,CHIROPTERA
2794,Myotis bechsteinii,2651754.46114033,9.47,NT,Insectivore,CHIROPTERA
2795,Myotis blythii,6188264.48408854,23.82,LC,Insectivore,CHIROPTERA
2796,Myotis bocagii,1819165.94796889,7.93,LC,Insectivore,CHIROPTERA
2797,Myotis bombinus,1653525.75111904,9.597169811,NT,Insectivore,CHIROPTERA
2798,Myotis brandtii,7663628.09572306,5.3,LC,Insectivore,CHIROPTERA
2799,Myotis bucharensis,205745.286761684,9.597169811,DD,Insectivore,CHIROPTERA
2800,Myotis californicus,3985022.29894475,4.39,LC,Insectivore,CHIROPTERA
2801,Myotis capaccinii,1229047.57053989,8.15,VU,Insectivore,CHIROPTERA
2802,Myotis chiloensis,502327.68205889204,9.597169811,LC,Insectivore,CHIROPTERA
2803,Myotis chinensis,2263217.89440497,41.99,LC,Insectivore,CHIROPTERA
2804,Myotis ciliolabrum,1388274.92784096,4.89,LC,Insectivore,CHIROPTERA
2805,Myotis cobanensis,206.49772500910302,9.597169811,DD,Insectivore,CHIROPTERA
2806,Myotis csorbai,33435.1439716808,9.597169811,DD,Insectivore,CHIROPTERA
2807,Myotis dasycneme,5448884.771188901,15.16,NT,Insectivore,CHIROPTERA
2808,Myotis daubentonii,14654913.062432598,7.63,LC,Insectivore,CHIROPTERA
2809,Myotis davidii,95963.10676070189,9.597169811,LC,Insectivore,CHIROPTERA
2810,Myotis dieteri,311.910309014025,9.597169811,DD,Insectivore,CHIROPTERA
2811,Myotis dinellii,1666009.43060407,9.597169811,LC,Insectivore,CHIROPTERA
2812,Myotis dominicensis,2234.99264008365,9.597169811,VU,Insectivore,CHIROPTERA
2813,Myotis elegans,587280.011700538,4.21,LC,Insectivore,CHIROPTERA
2814,Myotis emarginatus,4646864.33489468,7.56,LC,Insectivore,CHIROPTERA
2815,Myotis evotis,3163297.00310188,6.91,LC,Insectivore,CHIROPTERA
2816,Myotis fimbriatus,272135.04744194896,9.597169811,LC,Insectivore,CHIROPTERA
2817,Myotis findleyi,396.76808873208097,9.597169811,EN,Insectivore,CHIROPTERA
2818,Myotis formosus,2063245.62187794,7.07,LC,Insectivore,CHIROPTERA
2819,Myotis fortidens,474091.812026258,4.37,LC,Insectivore,CHIROPTERA
2820,Myotis frater,1329612.35312223,7.54,DD,Insectivore,CHIROPTERA
2821,Myotis gomantongensis,732494.238309439,9.597169811,LC,Insectivore,CHIROPTERA
2822,Myotis goudoti,504561.369976241,5.56,LC,Insectivore,CHIROPTERA
2824,Myotis hajastanicus,826.292454620358,9.597169811,CR,Insectivore,CHIROPTERA
2825,Myotis hasseltii,947143.162393027,8.7,LC,Insectivore,CHIROPTERA
2826,Myotis hermani,3188.65881953261,9.597169811,DD,Insectivore,CHIROPTERA
2827,Myotis horsfieldii,2562280.05910088,6.05,LC,Insectivore,CHIROPTERA
2828,Myotis ikonnikovi,1524332.73422405,9.597169811,LC,Insectivore,CHIROPTERA
2829,Myotis keaysi,2736294.00508684,5.45,LC,Insectivore,CHIROPTERA
2830,Myotis keenii,109436.68099004801,6.51,LC,Insectivore,CHIROPTERA
2831,Myotis laniger,2138590.35024418,9.597169811,LC,Insectivore,CHIROPTERA
2832,Myotis leibii,1423165.26427942,5.22,LC,Insectivore,CHIROPTERA
2833,Myotis levis,1393858.7073165001,5.49,LC,Insectivore,CHIROPTERA
2834,Myotis longipes,61481.764004494406,9.597169811,DD,Insectivore,CHIROPTERA
2835,Myotis lucifugus,12040881.905317599,7.8,LC,Insectivore,CHIROPTERA
2836,Myotis macrodactylus,682552.489508826,7.48,LC,Insectivore,CHIROPTERA
2837,Myotis macropus,1326845.74726506,9.597169811,LC,Insectivore,CHIROPTERA
2838,Myotis macrotarsus,281869.336797899,12.64,NT,Insectivore,CHIROPTERA
2839,Myotis martiniquensis,3812.79301129636,9.597169811,NT,Insectivore,CHIROPTERA
2840,Myotis melanorhinus,3263845.59774034,9.597169811,LC,Insectivore,CHIROPTERA
2841,Myotis moluccarum,825396.207464579,9.597169811,LC,Insectivore,CHIROPTERA
2842,Myotis montivagus,766719.774679073,8.3,LC,Insectivore,CHIROPTERA
2843,Myotis morrisi,616.5364164884941,9.597169811,DD,Insectivore,CHIROPTERA
2844,Myotis muricola,4641733.70719171,4.8,LC,Insectivore,CHIROPTERA
2845,Myotis myotis,3874574.89149238,25.59,LC,Insectivore,CHIROPTERA
2846,Myotis mystacinus,4946557.44419242,9.597169811,LC,Insectivore,CHIROPTERA
2847,Myotis nattereri,5866044.43086818,7.25,LC,Insectivore,CHIROPTERA
2848,Myotis nesopolus,54642.10521904151,3.56,LC,Insectivore,CHIROPTERA
2849,Myotis nigricans,14380226.708349401,9.597169811,LC,Insectivore,CHIROPTERA
2850,Myotis nipalensis,4946033.20202126,9.597169811,LC,Insectivore,CHIROPTERA
2851,Myotis occultus,996794.9313096509,8.79,LC,Insectivore,CHIROPTERA
2852,Myotis oreias,553.4502887716599,9.597169811,DD,Insectivore,CHIROPTERA
2853,Myotis oxyotus,2601562.7914441,5.65,LC,Insectivore,CHIROPTERA
2854,Myotis peninsularis,3012.5459977206397,9.597169811,EN,Insectivore,CHIROPTERA
2855,Myotis pequinius,561890.714250981,9.597169811,LC,Insectivore,CHIROPTERA
2856,Myotis pilosus,987178.1665155941,9.597169811,NT,Insectivore,CHIROPTERA
2858,Myotis pruinosus,2083.92810202791,9.597169811,EN,Insectivore,CHIROPTERA
2859,Myotis punicus,653785.435377623,9.597169811,DD,Insectivore,CHIROPTERA
2860,Myotis ridleyi,864276.584241428,4.06,NT,Insectivore,CHIROPTERA
2861,Myotis riparius,14110136.661059698,4.57,LC,Insectivore,CHIROPTERA
2862,Myotis rosseti,467848.38714391703,3.29,LC,Insectivore,CHIROPTERA
2863,Myotis ruber,1795771.16574405,4.99,NT,Insectivore,CHIROPTERA
2864,Myotis rufopictus,45568.071508747904,9.597169811,DD,Insectivore,CHIROPTERA
2865,Myotis schaubi,119111.39873298099,9.597169811,DD,Insectivore,CHIROPTERA
2866,Myotis scotti,185916.87173958198,9.597169811,VU,Insectivore,CHIROPTERA
2867,Myotis septentrionalis,4946390.39478802,9.597169811,LC,Insectivore,CHIROPTERA
2868,Myotis sicarius,69838.2357883693,9.597169811,VU,Insectivore,CHIROPTERA
2869,Myotis siligorensis,1309769.25436058,2.93,LC,Insectivore,CHIROPTERA
2870,Myotis simus,2001040.72222881,9.597169811,DD,Insectivore,CHIROPTERA
2871,Myotis sodalis,1564971.58096088,7.15,NT,Insectivore,CHIROPTERA
2872,Myotis stalkeri,4156.526009967821,9.597169811,DD,Insectivore,CHIROPTERA
2873,Myotis thysanodes,3472250.62094715,8.49,LC,Insectivore,CHIROPTERA
2874,Myotis tricolor,4005107.5328822,13.67,LC,Insectivore,CHIROPTERA
2875,Myotis velifer,1953954.93136424,9.82,LC,Insectivore,CHIROPTERA
2876,Myotis vivesi,6940.563951755949,25.63,VU,Insectivore,CHIROPTERA
2877,Myotis volans,4711968.98055135,8.71,LC,Insectivore,CHIROPTERA
2878,Myotis welwitschii,4311658.49468362,15.88,LC,Insectivore,CHIROPTERA
2879,Myotis yanbarensis,31.5672015888073,9.597169811,CR,Insectivore,CHIROPTERA
2880,Myotis yumanensis,4063522.23368011,5.15,LC,Insectivore,CHIROPTERA
2882,Myrmecophaga tridactyla,12011643.0035024,29531.83,VU,Insectivore,PILOSA
2883,Mysateles melanurus,31192.6160849371,1426.0712,VU,Omnivore,RODENTIA
2884,Mysateles prehensilis,106633.596494654,1650.0,NT,Herbivore,RODENTIA
2885,Mystacina tuberculata,12604.689432976298,13.14,VU,Omnivore,CHIROPTERA
2886,Mystromys albicaudatus,501157.526818493,86.85,EN,Omnivore,RODENTIA
2889,Naemorhedus baileyi,238553.69883728103,28863.45,VU,Herbivore,CETARTIODACTYLA
2890,Naemorhedus caudatus,170979.29202226902,26999.99,VU,Herbivore,CETARTIODACTYLA
2891,Naemorhedus goral,250558.813324096,28796.51,NT,Herbivore,CETARTIODACTYLA
2892,Naemorhedus griseus,2399909.63857357,32000.0,VU,Herbivore,CETARTIODACTYLA
2893,Nandinia binotata,6021747.81659042,2167.2,LC,Omnivore,CARNIVORA
2895,Nanger granti,785168.594326328,55464.46,LC,Herbivore,CETARTIODACTYLA
2897,Nannosciurus melanotis,1074970.76158272,50.0,LC,Herbivore,RODENTIA
2898,Nanonycteris veldkampii,1711429.98919291,21.89,LC,Herbivore,CHIROPTERA
2899,Napaeozapus insignis,2010052.05549377,22.25,LC,Omnivore,RODENTIA
2900,Nasalis larvatus,538836.3918306,12265.65,EN,Herbivore,PRIMATES
2901,Nasua narica,2698806.82605452,4578.43,LC,Omnivore,CARNIVORA
2902,Nasua nasua,10629384.4280328,3775.5,LC,Omnivore,CARNIVORA
2903,Nasuella olivacea,247827.61617603802,1339.99,NT,Omnivore,CARNIVORA
2904,Natalus espiritosantensis,2483320.53477153,5.99,NT,Insectivore,CHIROPTERA
2905,Natalus jamaicensis,11024.670483796799,5.99,CR,Insectivore,CHIROPTERA
2906,Natalus major,74327.9443880546,5.99,NT,Insectivore,CHIROPTERA
2907,Natalus mexicanus,2433276.00888066,5.99,LC,Insectivore,CHIROPTERA
2908,Natalus primus,887.990404964787,5.99,VU,Insectivore,CHIROPTERA
2909,Natalus stramineus,4059.92015499682,5.68,LC,Insectivore,CHIROPTERA
2910,Natalus tumidirostris,1390815.56997493,6.3,LC,Insectivore,CHIROPTERA
2911,Neacomys dubosti,221433.025804675,17.95666667,LC,Omnivore,RODENTIA
2912,Neacomys guianae,289438.83907044603,15.87,LC,Omnivore,RODENTIA
2913,Neacomys minutus,183731.31710649302,17.95666667,LC,Omnivore,RODENTIA
2914,Neacomys musseri,140347.467424533,17.95666667,LC,Omnivore,RODENTIA
2915,Neacomys paracou,955497.007605329,17.95666667,LC,Omnivore,RODENTIA
2916,Neacomys pictus,484.139918016203,17.95666667,DD,Omnivore,RODENTIA
2917,Neacomys spinosus,3102258.02686538,19.0,LC,Omnivore,RODENTIA
2918,Neacomys tenuipes,224158.53409710698,19.0,LC,Omnivore,RODENTIA
2919,Neamblysomus gunningi,9720.524798367409,61.185,EN,Insectivore,AFROSORICIDA
2920,Neamblysomus julianae,11984.2144827466,21.99,EN,Insectivore,AFROSORICIDA
2921,Necromys amoenus,164451.097896913,27.09,LC,Omnivore,RODENTIA
2922,Necromys benefactus,386564.063966547,31.0,LC,Omnivore,RODENTIA
2923,Necromys lactens,163777.50681178,32.9,LC,Omnivore,RODENTIA
2924,Necromys lasiurus,5616546.96205299,39.93,LC,Omnivore,RODENTIA
2925,Necromys lenguarum,592293.393792639,40.31,LC,Omnivore,RODENTIA
2926,Necromys obscurus,31830.2161052818,40.69,NT,Omnivore,RODENTIA
2927,Necromys punctulatus,77905.36230391389,37.3,DD,Omnivore,RODENTIA
2928,Necromys temchuki,104148.489082268,47.2,LC,Omnivore,RODENTIA
2929,Necromys urichi,339590.636017987,44.84,LC,Herbivore,RODENTIA
2930,Nectogale elegans,555411.867194004,38.82,LC,Insectivore,EULIPOTYPHLA
2931,Nectomys apicalis,1079024.78476987,46.25861204,LC,Omnivore,RODENTIA
2932,Nectomys palmipes,165524.73983883,59.82092491,LC,Omnivore,RODENTIA
2933,Nectomys rattus,7115323.82472466,248.8,LC,Herbivore,RODENTIA
2934,Nectomys squamipes,2344287.56679027,184.98,LC,Insectivore,RODENTIA
2935,Nelsonia goldmani,2039.57236509815,50.0,EN,Herbivore,RODENTIA
2936,Nelsonia neotomodon,24594.317425455,80.0,NT,Herbivore,RODENTIA
2937,Neodon forresti,8416.93966340548,43.09423936,DD,Herbivore,RODENTIA
2938,Neodon irene,635022.111203379,46.25861204,LC,Herbivore,RODENTIA
2939,Neodon juldaschi,311957.621963789,37.76509979,LC,Herbivore,RODENTIA
2940,Neodon sikimensis,159982.372786389,45.25900624,LC,Herbivore,RODENTIA
2942,Neofelis nebulosa,1902159.79796239,14945.05,VU,Carnivore,CARNIVORA
2943,Neofiber alleni,119935.19561927301,265.38,LC,Herbivore,RODENTIA
2944,Neohylomys hainanensis,4593.31014732895,52.21,EN,Omnivore,EULIPOTYPHLA
2945,Neomys anomalus,3282589.30907598,13.19,LC,Insectivore,EULIPOTYPHLA
2946,Neomys fodiens,13089593.8655024,15.26,LC,Insectivore,EULIPOTYPHLA
2947,Neomys teres,252150.27255016897,12.854000000000001,LC,Insectivore,EULIPOTYPHLA
2948,Neonycteris pusilla,9047.87122066958,22.96761263,DD,Omnivore,CHIROPTERA
2949,Neophascogale lorentzii,120447.179578342,212.0,LC,Insectivore,DASYUROMORPHIA
2950,Neopteryx frosti,6744.00105839847,239.6283091,EN,Herbivore,CHIROPTERA
2951,Neotetracus sinensis,252081.703274609,49.99,LC,Omnivore,EULIPOTYPHLA
2952,Neotoma albigula,834342.107936341,208.18,LC,Herbivore,RODENTIA
2953,Neotoma angustapalata,3326.8317373739,198.0,EN,Herbivore,RODENTIA
2954,Neotoma bryanti,271440.28532574803,182.0,LC,Herbivore,RODENTIA
2955,Neotoma chrysomelas,30203.5968933175,68.73202892,LC,Herbivore,RODENTIA
2956,Neotoma cinerea,3608407.83024666,285.89,LC,Herbivore,RODENTIA
2957,Neotoma devia,73683.6083827466,200.0,LC,Herbivore,RODENTIA
2958,Neotoma floridana,1871086.89754122,249.16,LC,Herbivore,RODENTIA
2959,Neotoma fuscipes,171574.86704903198,213.26,LC,Herbivore,RODENTIA
2960,Neotoma goldmani,170757.259429445,198.0,LC,Herbivore,RODENTIA
2961,Neotoma lepida,675863.6473480411,143.88,LC,Herbivore,RODENTIA
2962,Neotoma leucodon,1076950.80221391,215.0,LC,Herbivore,RODENTIA
2963,Neotoma macrotis,160394.344734841,225.74,LC,Herbivore,RODENTIA
2964,Neotoma magister,313436.474901586,447.0,NT,Herbivore,RODENTIA
2965,Neotoma mexicana,1784429.13788092,203.0,LC,Herbivore,RODENTIA
2966,Neotoma micropus,1063795.71361018,255.14,LC,Herbivore,RODENTIA
2967,Neotoma nelsoni,45.8278121698591,198.0,CR,Herbivore,RODENTIA
2968,Neotoma palatina,16059.9806054749,198.0,VU,Herbivore,RODENTIA
2969,Neotoma phenax,42633.375134927,227.49,NT,Herbivore,RODENTIA
2970,Neotoma stephensi,226739.185237888,149.22,LC,Herbivore,RODENTIA
2971,Neotomodon alstoni,27485.603594408,44.64,LC,Omnivore,RODENTIA
2972,Neotomys ebriosus,688578.676857612,64.5,LC,Herbivore,RODENTIA
2975,Neovison vison,14573784.186454,1100.0,LC,Carnivore,CARNIVORA
2976,Nephelomys albigularis,398224.706337961,61.9,LC,Omnivore,RODENTIA
2977,Nephelomys auriventer,14415.6350172674,60.5005,LC,Omnivore,RODENTIA
2978,Nephelomys caracolus,4076.96784254454,60.5,LC,Omnivore,RODENTIA
2979,Nephelomys devius,9590.99768331372,46.25861204,LC,Herbivore,RODENTIA
2980,Nephelomys keaysi,67023.1969267794,58.295,LC,Omnivore,RODENTIA
2981,Nephelomys levipes,157127.895791752,60.5005,LC,Omnivore,RODENTIA
2982,Nephelomys meridensis,14351.082107423701,46.25861204,LC,Omnivore,RODENTIA
2983,Nesokia bunnii,41877.2347355179,63.85388804,EN,Herbivore,RODENTIA
2984,Nesokia indica,3594582.01112817,178.08,LC,Herbivore,RODENTIA
2985,Nesolagus netscheri,14526.0351007282,1511.67,VU,Herbivore,LAGOMORPHA
2986,Nesolagus timminsi,24821.8304301093,1511.67,DD,Herbivore,LAGOMORPHA
2987,Nesomys audeberti,90723.0757360455,214.04,LC,Omnivore,RODENTIA
2988,Nesomys lambertoni,2220.49421003,155.0,EN,Omnivore,RODENTIA
2989,Nesomys rufus,106783.166148265,163.96,LC,Omnivore,RODENTIA
2990,Nesoromys ceramicus,443.24101398378303,63.85388804,EN,Omnivore,RODENTIA
2991,Nesoryzomys fernandinae,637.068720395422,32.3,VU,Omnivore,RODENTIA
2992,Nesoryzomys narboroughi,637.068720395422,68.65,VU,Omnivore,RODENTIA
2993,Nesoryzomys swarthi,573.597457376185,105.0,VU,Omnivore,RODENTIA
2995,Neurotrichus gibbsii,221364.52224678,9.56,LC,Omnivore,EULIPOTYPHLA
2996,Neusticomys ferreirai,683.1944152923829,42.72,DD,Insectivore,RODENTIA
2997,Neusticomys monticolus,65828.27057530089,39.5,LC,Insectivore,RODENTIA
2998,Neusticomys mussoi,19038.6673482193,40.0,EN,Insectivore,RODENTIA
2999,Neusticomys oyapocki,70806.7786275376,47.0,DD,Insectivore,RODENTIA
3000,Neusticomys peruviensis,14428.878881653101,40.0,LC,Insectivore,RODENTIA
3001,Neusticomys venezuelae,665777.6290449679,47.1,VU,Insectivore,RODENTIA
3003,Ningaui ridei,2252468.86436619,9.42,LC,Omnivore,DASYUROMORPHIA
3004,Ningaui timealeyi,250377.148348372,6.37,LC,Omnivore,DASYUROMORPHIA
3005,Ningaui yvonneae,308584.02646474,11.0,LC,Insectivore,DASYUROMORPHIA
3006,Niviventer andersoni,188299.343518518,147.0,LC,Omnivore,RODENTIA
3007,Niviventer brahma,32329.195725333397,97.3,LC,Omnivore,RODENTIA
3008,Niviventer cameroni,9974.680366684459,89.0,VU,Omnivore,RODENTIA
3009,Niviventer confucianus,3971381.00709705,65.0,LC,Omnivore,RODENTIA
3010,Niviventer coninga,28365.6880256242,80.65,LC,Omnivore,RODENTIA
3011,Niviventer cremoriventer,1248372.60057034,71.54,LC,Omnivore,RODENTIA
3012,Niviventer culturatus,3736.75703038065,81.17,LC,Omnivore,RODENTIA
3013,Niviventer eha,183562.36431187397,53.6,LC,Omnivore,RODENTIA
3014,Niviventer excelsior,150624.336817989,102.0,LC,Omnivore,RODENTIA
3015,Niviventer fraternus,111954.43400139999,89.0,LC,Omnivore,RODENTIA
3016,Niviventer fulvescens,4720378.41924532,81.79,LC,Omnivore,RODENTIA
3017,Niviventer hinpoon,2929.08465265534,87.21125,EN,Omnivore,RODENTIA
3018,Niviventer langbianis,632381.326769991,69.8,LC,Omnivore,RODENTIA
3019,Niviventer lepturus,7576.82109534795,84.8,LC,Omnivore,RODENTIA
3020,Niviventer niviventer,252993.530551065,100.0,LC,Omnivore,RODENTIA
3021,Niviventer rapit,250763.403288943,79.73,LC,Omnivore,RODENTIA
3022,Niviventer tenaster,266057.264325918,103.0,LC,Omnivore,RODENTIA
3023,Noctilio albiventris,12855674.662238,31.46,LC,Insectivore,CHIROPTERA
3024,Noctilio leporinus,14625648.175796801,29.93,LC,Insectivore,CHIROPTERA
3026,Nomascus gabriellae,94852.81830339789,8500.0,EN,Herbivore,PRIMATES
3028,Nomascus leucogenys,26500.9806034895,7320.0,CR,Herbivore,PRIMATES
3030,Nomascus siki,26549.048419322997,5600.0,EN,Herbivore,PRIMATES
3031,Notiomys edwardsii,267121.195709398,21.3,LC,Insectivore,RODENTIA
3032,Notiosorex cockrumi,66204.0362641495,5.035,LC,Insectivore,EULIPOTYPHLA
3033,Notiosorex crawfordi,2165720.11168005,4.79,LC,Insectivore,EULIPOTYPHLA
3034,Notiosorex evotis,89137.1828835384,5.28,LC,Insectivore,EULIPOTYPHLA
3035,Notiosorex villai,6041.06940989843,5.035,VU,Insectivore,EULIPOTYPHLA
3036,Notomys alexis,2927727.84049717,32.34,LC,Herbivore,RODENTIA
3039,Notomys fuscus,105460.257620039,39.28,VU,Herbivore,RODENTIA
3040,Notomys mitchellii,646728.270437575,42.8,LC,Herbivore,RODENTIA
3041,Notopteris macdonaldi,19271.2384460765,68.17,VU,Herbivore,CHIROPTERA
3042,Notopteris neocaledonica,10800.5339058173,68.17,VU,Herbivore,CHIROPTERA
3043,Notoryctes caurinus,451197.152125074,40.0,LC,Omnivore,NOTORYCTEMORPHIA
3045,Nyctalus aviator,695997.66364404,28.97666667,NT,Insectivore,CHIROPTERA
3047,Nyctalus furvus,14423.3985344946,28.97666667,VU,Insectivore,CHIROPTERA
3048,Nyctalus lasiopterus,2917518.39640384,45.98,VU,Insectivore,CHIROPTERA
3049,Nyctalus leisleri,5171402.53804184,12.47,LC,Insectivore,CHIROPTERA
3050,Nyctalus montanus,210275.728143038,28.97666667,LC,Insectivore,CHIROPTERA
3051,Nyctalus noctula,7210075.74404434,28.48,LC,Carnivore,CHIROPTERA
3052,Nyctalus plancyi,1916955.26516621,28.97666667,LC,Insectivore,CHIROPTERA
3053,Nyctereutes procyonoides,6241893.3223803,4214.99,LC,Omnivore,CARNIVORA
3054,Nycteris arge,3980019.71252141,10.79,LC,Insectivore,CHIROPTERA
3055,Nycteris aurita,1789430.2402284,13.07636364,LC,Insectivore,CHIROPTERA
3056,Nycteris gambiensis,1860729.11436775,7.13,LC,Insectivore,CHIROPTERA
3057,Nycteris grandis,4404362.03017875,29.8,LC,Carnivore,CHIROPTERA
3058,Nycteris hispida,11506141.1561831,7.98,LC,Insectivore,CHIROPTERA
3059,Nycteris intermedia,2619651.29273532,13.07636364,LC,Insectivore,CHIROPTERA
3060,Nycteris javanica,135481.034235326,17.78,VU,Insectivore,CHIROPTERA
3061,Nycteris macrotis,12089657.3643696,14.49,LC,Insectivore,CHIROPTERA
3062,Nycteris madagascariensis,50462.6603359587,17.69,DD,Insectivore,CHIROPTERA
3063,Nycteris major,2096958.78573779,13.07636364,DD,Insectivore,CHIROPTERA
3064,Nycteris nana,2938128.29461854,6.98,LC,Insectivore,CHIROPTERA
3065,Nycteris parisii,127127.790049401,13.07636364,DD,Insectivore,CHIROPTERA
3066,Nycteris thebaica,14392650.3924827,9.2,LC,Insectivore,CHIROPTERA
3067,Nycteris tragata,1394635.24364866,14.4,NT,Insectivore,CHIROPTERA
3068,Nycteris vinsoni,291.640204786048,13.07636364,DD,Insectivore,CHIROPTERA
3069,Nycteris woodi,620419.003772945,7.6,LC,Insectivore,CHIROPTERA
3070,Nycticebus bengalensis,2048341.59964701,1137.36,VU,Herbivore,PRIMATES
3071,Nycticebus coucang,630919.625737838,924.55,VU,Omnivore,PRIMATES
3072,Nycticebus javanicus,64634.3431271518,626.0,CR,Omnivore,PRIMATES
3073,Nycticebus menagensis,749207.2991923791,282.0,VU,Omnivore,PRIMATES
3074,Nycticebus pygmaeus,462593.396883766,342.32,VU,Omnivore,PRIMATES
3075,Nycticeinops schlieffeni,5499879.49418038,5.05,LC,Insectivore,CHIROPTERA
3076,Nycticeius cubanus,48352.47811770519,9.12,NT,Insectivore,CHIROPTERA
3077,Nycticeius humeralis,2883260.06091831,9.12,LC,Insectivore,CHIROPTERA
3078,Nyctiellus lepidus,110184.099010717,5.516,LC,Insectivore,CHIROPTERA
3079,Nyctimene aello,621332.73951252,85.26,LC,Herbivore,CHIROPTERA
3080,Nyctimene albiventer,748029.694322921,29.95,LC,Herbivore,CHIROPTERA
3081,Nyctimene cephalotes,210869.62581313602,44.92,LC,Herbivore,CHIROPTERA
3082,Nyctimene certans,212379.56688778102,43.24,LC,Herbivore,CHIROPTERA
3083,Nyctimene cyclotis,4143.07969286115,48.83,DD,Herbivore,CHIROPTERA
3084,Nyctimene draconilla,17384.6488018724,30.15,DD,Herbivore,CHIROPTERA
3085,Nyctimene keasti,47545.664543609004,56.67,VU,Herbivore,CHIROPTERA
3086,Nyctimene major,70315.0773332566,107.06,LC,Herbivore,CHIROPTERA
3087,Nyctimene malaitensis,7178.48704118197,78.39,LC,Herbivore,CHIROPTERA
3088,Nyctimene masalai,7019.82543861298,53.2,DD,Herbivore,CHIROPTERA
3089,Nyctimene minutus,25954.6018608731,56.67,VU,Herbivore,CHIROPTERA
3090,Nyctimene rabori,19216.0537219689,68.25,EN,Herbivore,CHIROPTERA
3091,Nyctimene robinsoni,351781.04022722197,48.83,LC,Herbivore,CHIROPTERA
3092,Nyctimene sanctacrucis,501.375717298486,56.67,DD,Herbivore,CHIROPTERA
3093,Nyctimene vizcaccia,70176.7303015939,41.96,LC,Herbivore,CHIROPTERA
3094,Nyctinomops aurispinosus,2631897.37058666,18.43,LC,Insectivore,CHIROPTERA
3095,Nyctinomops femorosaccus,1251911.46002617,15.04,LC,Insectivore,CHIROPTERA
3096,Nyctinomops laticaudatus,13101230.903859101,13.12,LC,Insectivore,CHIROPTERA
3097,Nyctinomops macrotis,15743813.370419,16.38,LC,Insectivore,CHIROPTERA
3098,Nyctomys sumichrasti,673131.859410719,59.99,LC,Herbivore,RODENTIA
3099,Nyctophilus arnhemensis,704005.7510638341,6.83,LC,Insectivore,CHIROPTERA
3100,Nyctophilus bifax,1170332.30871499,9.89,LC,Insectivore,CHIROPTERA
3101,Nyctophilus geoffroyi,7272506.24934351,8.465,LC,Insectivore,CHIROPTERA
3102,Nyctophilus gouldi,959247.79180353,11.32,LC,Insectivore,CHIROPTERA
3103,Nyctophilus heran,1252.68454555977,8.465,DD,Insectivore,CHIROPTERA
3104,Nyctophilus microdon,2020.80139102508,8.465,DD,Insectivore,CHIROPTERA
3105,Nyctophilus microtis,166520.159149007,7.29,LC,Insectivore,CHIROPTERA
3106,Nyctophilus nebulosus,0.243998334940571,8.465,CR,Insectivore,CHIROPTERA
3107,Nyctophilus sherrini,48863.2255161942,8.465,DD,Insectivore,CHIROPTERA
3108,Nyctophilus walkeri,397742.811440691,4.44,LC,Insectivore,CHIROPTERA
3109,Ochotona alpina,575027.31111566,150.0,LC,Herbivore,LAGOMORPHA
3110,Ochotona argentata,95.49288390729191,140.5955,EN,Herbivore,LAGOMORPHA
3111,Ochotona cansus,700176.488216723,68.75,LC,Herbivore,LAGOMORPHA
3112,Ochotona collaris,846253.851016633,129.0,LC,Herbivore,LAGOMORPHA
3113,Ochotona curzoniae,2222007.28705878,159.47,LC,Herbivore,LAGOMORPHA
3114,Ochotona dauurica,2054524.22221698,131.01,LC,Herbivore,LAGOMORPHA
