binomial,estimated_pop,AdultBodyMassG,estimated_mass_Mt,pop_density,Range,estimated_mass_g
Solomys ponceleti,193631.97457326,1000,0.000168459817879,16.4301824695172,11785.1384141657,168459817.879
Solomys salamonis,339.23873120724,647.67,1.91151831665664E-07,7.62975814226991,44.4625799247568,191151.831665664
Solomys salebrosus,271874.452374988,397,9.3902717105797E-05,23.0692625593769,11785.1384141657,93902717.105797
Sommeromys macrorhinos,10394.5853356375,141.0605074,1.27565096904213E-06,7.70842280305031,1348.47109469971,1275650.96904213
Sooretamys angouya,15403553.3221539,120.17,0.001610409152369,11.0869827444591,1389336.81752613,1610409152.369
Sorex alaskanus,7833.01632066284,14,9.54061387856733E-08,15.9101323533923,492.328796937552,95406.1387856733
Sorex alpinus,9060747.26082281,8.04,6.33781149400034E-05,18.4708405441799,490543.310097376,63378114.9400034
Sorex antinorii,6580385.03585151,7.325418324,4.19375436149238E-05,22.69844636061,289904.645071694,41937543.6149238
Sorex araneus,269736812.896867,9.18,0.002154280029882,20.3782463775403,13236507.5924371,2154280029.882
Sorex arcticus,90096107.997075,8.19,0.000641961798312,19.871912286762,4533841.87173039,641961798.312
Sorex arizonae,750826.700216654,2.7,1.76369191880892E-06,12.0721308764246,62195.0431040245,1763691.91880892
Sorex asper,7464494.17624043,7.945,5.15957034203003E-05,19.6850675484717,379195.761348554,51595703.4203003
Sorex bairdi,423179.075699376,8.33,3.06682107950095E-06,11.8970371010096,35570.1232253418,3066821.07950095
Sorex bedfordiae,7992559.26373129,7.325418324,5.0937490874988E-05,13.6621439171231,585015.010251358,50937490.874988
Sorex bendirii,4375644.99423358,15.76,5.99953436449355E-05,21.1140951844428,207238.101183594,59995343.6449355
Sorex buchariensis,598986.056723075,8.157340556,4.25093593009752E-06,12.6947340899141,47183.820667734,4250935.93009752
Sorex caecutiens,350951055.676502,6.3,0.001923562736163,19.8956256941949,17639608.8804034,1923562736.163
Sorex camtschatica,14592182.5269424,7.325418324,9.29976419049141E-05,32.60256437314,447577.75369855,92997641.9049141
Sorex cansulus,119166.556461266,7.325418324,7.59462042389125E-07,13.4710370697809,8846.13083936857,759462.042389125
Sorex cinereus,320696096.93451,4.2,0.001171823538199,27.7132923429153,11571923.4281629,1171823538.199
Sorex coronatus,21559245.5139431,9.32,0.000174810986325,24.3846403483483,884132.191656597,174810986.325
Sorex cylindricauda,4590349.12011232,7.325418324,2.92548179754844E-05,14.0252299794961,327292.253091258,29254817.9754844
Sorex daphaenodon,142297915.114674,8.1,0.001002773407813,17.3700509753685,8192141.48055517,1002773407.813
Sorex dispar,8359945.39768123,4.99,3.62930309549535E-05,25.0124662849799,334231.15107611,36293030.9549535
Sorex emarginatus,314227.196038518,7,1.91364362387457E-06,10.3187193833257,30452.1505397545,1913643.62387457
Sorex excelsus,2664211.06822646,7.5,1.73839772201777E-05,13.2743447470219,200703.772502532,17383977.2201777
Sorex fumeus,48366963.6332666,7.83,0.000329480592966,32.0604868148854,1508616.0080018,329480592.966
Sorex gracillimus,33521623.8611718,4.4,0.000128320776141,29.4887825994404,1136758.48598131,128320776.141
Sorex haydeni,20421057.7169885,3.5,6.218212074823E-05,17.6005714031581,1160249.70151392,62182120.74823
Sorex hosonoi,242071.658916968,3.25,6.84457615587728E-07,22.9522077351955,10546.7701281637,684457.615587728
Sorex hoyi,214692781.978119,3.37,0.000629457767482,30.7351936617583,6985242.53143868,629457767.482
Sorex isodon,209741439.770445,12.23,0.002231669893302,17.1689708165143,12216308.2465433,2231669893.302
Sorex ixtlanensis,2461956.69209681,7.325418324,1.56903305187069E-05,125.415272192952,19630.437737352,15690330.5187069
Sorex kozlovi,871.044320821376,7.325418324,5.55126470502211E-09,12.9965334194873,67.0212811914376,5551.26470502211
Sorex longirostris,43314008.6256391,3.29,0.000123977686889,26.3497864059779,1643808.71853339,123977686.889
Sorex lyelli,47429.7832867239,4.99,2.05906918182655E-07,15.3456889384754,3090.75620370525,205906.918182655
Sorex macrodon,115510.221996343,8.61,8.65252419908004E-07,9.03717123494643,12781.6790224875,865252.419908004
Sorex maritimensis,3839682.67769178,7.2,2.40517722930613E-05,62.6706106795391,61267.6761253481,24051772.2930613
Sorex mediopua,460908.740644577,7.325418324,2.93742392093631E-06,8.22068879454454,56066.9248239208,2937423.92093631
Sorex merriami,32406395.1710121,5.99,0.000168879447155,18.0000506869501,1800350.21759724,168879447.155
Sorex minutissimus,433320053.655509,2.46,0.000927391578834,24.7856870719594,17482672.6569034,927391578.834
Sorex minutus,358735739.339923,4.32,0.001348272402735,25.1058796208964,14288913.3843108,1348272402.735
Sorex mirabilis,1136485.90844722,15,1.48311411052362E-05,2.48163575142379,457958.388049164,14831141.1052362
Sorex monticolus,105939509.352808,6.92,0.000637798222108,23.4279982635928,4521918.95188241,637798222.108
Sorex nanus,21222422.7840059,2.57,4.74512151027587E-05,21.2726402230807,997639.341494605,47451215.1027587
Sorex neomexicanus,108876.890369845,7,6.63060262352354E-07,8.00550334238497,13600.2554384555,663060.262352354
Sorex oreopolus,120426.51977681,7,7.3339750544077E-07,8.15356979642575,14769.7907522176,733397.50544077
Sorex orizabae,270164.857928328,7.325418324,1.72179142266906E-06,4.77805551557952,56542.8461530884,1721791.42266906
Sorex ornatus,4418816.51885614,5.31,2.04136066721597E-05,22.7565277943329,194177.976481833,20413606.6721597
Sorex palustris,137009087.032858,13.07,0.001557916627742,21.9482100213813,6242380.90028244,1557916627.742
Sorex planiceps,432288.183682969,7.325418324,2.75502185033991E-06,15.5873363712957,27733.2940911593,2755021.85033991
Sorex portenkoi,1451582.03810519,7.325418324,9.25109772483076E-06,11.9477891634884,121493.777488234,9251097.72483076
Sorex preblei,14395516.0357554,3.14,3.93256707064766E-05,21.4753778086149,670326.555557995,39325670.7064766
Sorex pribilofensis,7880.1030744615,7.325418324,5.0220794767302E-08,67.4537396496666,116.822330613369,50220.794767302
Sorex raddei,6624966.04982726,10,5.76372046334972E-05,26.9675442064448,245664.417905877,57637204.6334972
Sorex roboratus,137555309.030509,12.99,0.001554553813946,14.7847921943722,9303837.83702205,1554553813.946
Sorex rohweri,1219376.94985027,7.325418324,7.77122823949784E-06,50.0434341307683,24366.3723529428,7771228.23949784
Sorex samniticus,7443743.68690887,8.24,5.33627097427123E-05,47.1714465404226,157801.895698282,53362709.7427123
Sorex satunini,13169166.4467088,8.157340556,9.34600767236736E-05,31.9167205733234,412610.262274749,93460076.7236736
Sorex saussurei,1044317.04690729,4.65,4.22478461326344E-06,11.8783086403874,87917.9922431475,4224784.61326344
Sorex sclateri,479.295532806581,7,2.91890979479208E-09,5.69214073574982,84.2030362665381,2918.90979479208
Sorex shinto,594200.818876067,6,3.10172827453307E-06,21.4711538118636,27674.3776362754,3101728.27453307
Sorex sinalis,1207711.96205067,7.325418324,7.69688594312036E-06,11.2481156007048,107370.159138033,7696885.94312036
Sorex sonomae,2859261.36174736,8.3,2.06467262931777E-05,19.9522626606031,143305.118340946,20646726.2931777
Sorex stizodon,249.763899732391,7,1.52106214937026E-09,12.0778443046545,20.6795098059128,1521.06214937026
Sorex thibetanus,3034005.4505875,7.325418324,1.93360624368791E-05,11.5996099204781,261560.989670111,19336062.4368791
Sorex trowbridgii,8455072.93927155,5.02,3.69266855549746E-05,22.393037757441,377575.969408706,36926685.5549746
Sorex tundrensis,298439135.290081,7.65,0.001986261664923,18.660467792308,15993121.8558787,1986261664.923
Sorex ugyunak,29068058.9885676,3.6,9.10411607521939E-05,20.5814512028522,1412342.53610549,91041160.7521939
Sorex unguiculatus,26576573.5711276,14.11,0.000326246044187,22.2578974712175,1194028.93312339,326246044.187
Sorex vagrans,18464067.2941665,5.99,9.62217938900901E-05,18.6118747959712,992058.430253538,96221793.8900901
Sorex ventralis,1325406.39605143,7,8.0717249519532E-06,21.0300920882785,63024.2792322419,8071724.9519532
Sorex veraecrucis,5556170.83482068,7.325418324,3.54101098108627E-05,13.3229168558832,417038.618113659,35410109.8108627
Sorex veraepacis,1696923.18314961,7.5,1.10724237700512E-05,18.7127778119666,90682.5913395093,11072423.7700512
Sorex volnuchini,10763785.9616757,17,0.000159196394373,24.7992111763907,434037.433090737,159196394.373
Sorex yukonicus,815281.956603755,7.325418324,5.1958848041946E-06,25.3685837079716,32137.464431945,5195884.8041946
Soriculus nigrescens,1744675.71945865,14.58,2.21305136310452E-05,12.7983043463927,136320.849406148,22130513.6310452
Spalacopus cyanus,590409.192304304,100.86,5.18073438881565E-05,7.75383198277894,76144.1818207548,51807343.8881565
Spalax arenarius,20391.5531482987,147.745,2.62109251730899E-06,9.36626833654893,2177.12672919342,2621092.51730899
Spalax giganteus,1000,211.245,1.647711E-07,0.039363606943494,25404.1760308064,164771.1
Spalax graecus,338900.07726912,75.2,2.21721986552549E-05,7.33899629136775,46177.9872634273,22172198.6552549
Spalax microphthalmus,4606212.96029245,470,0.001883480479464,6.4079618106936,718826.531176514,1883480479.464
Spalax uralensis,954256.839422488,157.625,0.000130860818853,6.88668759622578,138565.431651853,130860818.853
Spalax zemni,1360993.24516613,121.1,0.000143390165331,7.99557864364664,170218.230077393,143390165.331
Speothos venaticus,110000,6324.54,0.0004637996,0.009658345297636,11389114.4507876,463799600
Spermophilopsis leptodactylus,5582745.19405604,600,0.002914192991297,4.40111643040934,1268483.86820269,2914192991.297
Spermophilus alashanicus,2225633.1429692,246.4344257,0.000477171184104,4.56226692154241,487834.925321897,477171184.104
Spermophilus brevicauda,3018280.2637207,246.4344257,0.000647113102151,5.34746871256893,564431.589216482,647113102.151
Spermophilus citellus,3448484.08105702,395.97,0.001187981730171,7.66992729958641,449611.051886107,1187981730.171
Spermophilus dauricus,8255247.97510951,161.3,0.001158467203595,5.98468366121122,1379395.87828419,1158467203.595
Spermophilus erythrogenys,9939515.35357082,355,0.00306981931695,5.75515728959857,1727062.32921466,3069819316.95
Spermophilus fulvus,9078867.28078296,778.38,0.006148123581194,4.90314363873527,1851642.11977375,6148123581.194
Spermophilus major,4508880.88085361,246.4344257,0.000966694819268,7.15771161705736,629933.29741151,966694819.268
Spermophilus musicus,8010.68722773721,246.4344257,1.71747492259388E-06,7.72721193407423,1036.68532661994,1717474.92259388
Spermophilus pallidicauda,3295439.84750956,246.4344257,0.000706535548837,4.71146187849099,699451.663305199,706535548.837
Spermophilus pygmaeus,19160797.9706989,173.46,0.002891559853918,10.5809853924975,1810870.84613924,2891559853.918
Spermophilus ralli,154685.39082749,246.4344257,3.31642307438947E-05,3.89588067456778,39704.8584771275,33164230.7438947
Spermophilus relictus,1053144.10488457,599.99,0.000549732060396,5.59519624134529,188222.907554598,549732060.396
Spermophilus suslicus,6502713.24476922,252,0.001425654851783,8.08635762978058,804158.502812306,1425654851.783
Spermophilus taurensis,53555.5447976028,323.2732574,1.50623756141408E-05,3.023498765432,17713.1029157046,15062375.6141408
Spermophilus xanthoprymnus,3072773.83986367,289.667,0.000774370626488,6.94323978669985,442556.203481512,774370626.488
Sphaerias blanfordi,4813225.09057391,28.88,0.000120935168336,10.2104541181478,471401.666848393,120935168.336
Sphaeronycteris toxophyllum,48422073.3718967,16.06,0.000676562893567,11.0226570255554,4392958.36381672,676562893.567
Spilocuscus maculatus,3097584.2516975,4060.46,0.011439603389164,3.63850571776379,851334.171765782,11439603389.164
Spilocuscus papuensis,30485.0999721602,5271.363333,0.000149050479653,9.70018593711074,3142.73356921243,149050479.653
Spilocuscus rufoniger,281922.680441769,5999.99,0.001525286584312,1.58306773494327,178086.303080311,1525286584.312
Spilocuscus wilsoni,12595.0333548912,5271.363333,6.00913575059561E-05,4.98979449067372,2524.15873608266,60091357.5059561
Spilogale angustifrons,1847439.24056257,340.997,0.000569672928753,2.37628919422202,777447.141136965,569672928.753
Spilogale gracilis,6883058.65772128,466.5,0.002900321341563,1.79928234188201,3825446.67810265,2900321341.563
Spilogale putorius,590432.339452575,566.49,0.000301903494259,0.198159263669882,2979584.84765158,301903494.259
Spilogale pygmaea,378346.9031746,365,0.000124524990868,3.96098702458464,95518.3394508278,124524990.868
Srilankamys ohiensis,14090.433039379,125,1.53233459303247E-06,8.21735894992544,1714.71553393769,1532334.59303247
Steatomys bocagei,7956197.96554299,4.010694547,2.77615954218725E-05,13.861506366567,573977.874780822,27761595.4218725
Steatomys caurinus,7698262.53657112,44.75,0.000299712606205,7.27420742566694,1058295.71334575,299712606.205
Steatomys cuppedius,12360303.7143088,4.010694547,4.31288603544308E-05,11.4978044002967,1075014.26220034,43128860.3544308
Steatomys jacksoni,6250.10191338038,21.2873413,1.15751805753223E-07,10.0773585177246,620.212320757205,115751.805753223
Steatomys krebsii,9968159.15173529,20.67,0.00017925640921,10.1782553850769,979358.325627238,179256409.21
Steatomys opimus,5875587.44188275,40,0.000204470442978,8.1490858222036,721011.8496818,204470442.978
Steatomys parvus,21011801.0713114,4.99,9.12185319908841E-05,18.6268537933904,1128038.1166017,91218531.9908841
Stenocephalemys albipes,2708784.17508096,48,0.000113118827151,7.50580648147852,360891.821786934,113118827.151
Stenocephalemys albocaudata,70956.8183526059,144,8.88947020321447E-06,5.8448255075358,12140.108932443,8889470.20321447
Stenocephalemys griseicauda,190530.477945236,85.75,1.42140499809095E-05,4.88694637691369,38987.6342505654,14214049.9809095
Stenocephalemys ruppi,36618.2924035022,48.99,1.56071922601739E-06,8.99019080596672,4073.13851216583,1560719.22601739
Stochomys longicaudatus,16691749.29231,70.95,0.001030323262692,8.94163643029293,1866744.3507053,1030323262.692
Strigocuscus celebensis,671747.725472614,1000,0.000606093346901,3.88353659368237,172973.193188239,606093346.901
Strigocuscus pelengensis,71635.3168874602,1000,6.56930666869609E-05,11.1733513179855,6411.26505815227,65693066.6869609
Sturnira aratathomasi,1464314.56500567,49.67,6.32772788661334E-05,20.1536728143285,72657.4544747297,63277278.8661334
Sturnira bidens,8875878.082969,18.05,0.000139382351476,12.5830331635425,705384.621307808,139382351.476
Sturnira bogotensis,7342437.09408347,19.94,0.000127375130221,14.6483269062372,501247.489974919,127375130.221
Sturnira erythromos,37905797.9901292,15.53,0.000512149027224,14.9567172467029,2534366.15568068,512149027.224
Sturnira lilium,65121477.5876872,20.19,0.001143878290271,13.4008214212375,4859513.87162605,1143878290.271
Sturnira ludovici,20816843.2860223,21,0.000380323726836,17.1146689195265,1216315.86236949,380323726.836
Sturnira luisi,9144268.49214282,22.50555556,0.000179043253067,20.2649385037357,451235.935922388,179043253.067
Sturnira magna,18321908.0745683,22.50555556,0.00035873990652,11.6866926318931,1567758.18887952,358739906.52
Sturnira mistratensis,39614.8881426952,22.50555556,7.75652907505793E-07,17.4199183622926,2274.11445443087,775652.907505793
Sturnira mordax,355189.517076155,11.79,3.64328543350525E-06,13.5693774434158,26175.815254406,3643285.43350525
Sturnira nana,28025.720051195,22.50555556,5.48738927757422E-07,12.0829714371027,2319.43940255768,548738.927757422
Sturnira oporaphilum,10344474.9757977,21.99,0.000197903254104,10.1840372865114,1015753.83954051,197903254.104
Sturnira sorianoi,158387.554319424,22.50555556,3.10120191626102E-06,6.28249918904378,25210.9152032426,3101201.91626102
Sturnira tildae,116765531.418564,24.39,0.00247768284083,10.9522151446518,10661362.0967429,2477682840.83
Styloctenium mindorensis,10899.0180123479,172.42,1.63491155654945E-06,1000.77151170662,10.8906157747853,1634911.55654945
Styloctenium wallacei,4538432.07285244,172.42,0.000680789318461,26.5953846184305,170647.356222377,680789318.461
Stylodipus andrewsi,6104913.92834953,55,0.000292120131472,6.48931240847265,940764.374416427,292120131.472
Stylodipus sungorus,133786.638709117,55,6.40169066223127E-06,5.95594903453992,22462.690317405,6401690.66223127
Stylodipus telum,17843917.8472204,59.99,0.00093129726954,13.3068798259686,1340954.30939399,931297269.54
Suncus aequatorius,6467.63547543794,6.5,3.65744786136015E-08,13.1653889902516,491.260492206266,36574.4786136015
Suncus ater,9360.06159682013,10.20875,8.31324400790877E-08,16.3697036229378,571.791757042227,83132.4400790877
Suncus dayi,2369.52112673643,9.43,1.94397882758583E-08,11.7079160722808,202.386241249749,19439.7882758583
Suncus etruscus,128307180.754954,2.26,0.0002522775788,34.0711002986801,3765865.48805775,252277578.8
Suncus fellowesgordoni,4191.52288308009,1.95,7.11091857114537E-09,19.6930780184184,212.842445409492,7110.91857114537
Suncus hosei,207498.759982812,10.20875,1.84292358039785E-06,16.6295575278795,12477.7078184395,1842923.58039785
Suncus infinitesimus,5798312.42265295,4.4,2.21959399539155E-05,43.9356126144162,131972.950361239,22195939.9539155
Suncus lixus,16700003.3778274,8,0.00011623202351,11.6158662543924,1437689.02052505,116232023.51
Suncus malayanus,9588418.43097578,4.99,4.16262009343952E-05,55.877829078612,171596.115831312,41626200.9343952
Suncus megalura,77659621.5053205,5.38,0.000363493624418,18.3147156983284,4240285.39588025,363493624.418
Suncus mertensi,437.222399433923,7.95,3.02404872568473E-09,15.4354792643292,28.3258065361358,3024.04872568473
Suncus montanus,55153.9991265702,18,8.6371162632209E-07,10.2715005850988,5369.61456309352,863711.62632209
Suncus murinus,162095309.266029,43.76,0.006171162938129,19.2040242053555,8440694.90502024,6171162938.129
Suncus remyi,2017876.14542905,4.03,7.0748755534888E-06,13.4375640711492,150166.811093499,7074875.5534888
Suncus stoliczkanus,14552997.0746865,9.43,0.0001193942433,11.363660030599,1280661.07534893,119394243.3
Suncus varilla,34832341.1497627,4.99,0.000151217642633,17.2995981244821,2013476.89692678,151217642.633
Suncus zeylanicus,6128.30587252343,29.8,1.58882458051043E-07,34.6186559024177,177.02321805323,158882.458051043
Sundamys infraluteus,778638.440913518,418.5,0.000283498363144,7.59114539900403,102571.930846652,283498363.144
Sundamys maxi,149715.145090896,361,4.70210356186976E-05,29.1976652946707,5127.64098019242,47021035.6186976
Sundamys muelleri,22814530.388826,356.48,0.007075643699918,16.1978604204364,1408490.36827367,7075643699.918
Sundasciurus brookei,2926202.68625241,114.05,0.000290348072239,11.2753223472988,259522.752088186,290348072.239
Sundasciurus davensis,1478.56723978074,195.9789325,2.5209818547508E-07,7.63381266352023,193.686602612923,252098.18547508
Sundasciurus hippurus,20729003.574452,357.79,0.006452468264346,15.7643138867617,1314932.17677298,6452468264.346
Sundasciurus hoogstraali,19137.8320410827,233.0261224,3.87986486875809E-06,20.2827590446587,943.551713006345,3879864.86875809
Sundasciurus jentinki,531060.065919598,76,3.51136915586038E-05,10.5574386265932,50301.9799311842,35113691.5586038
Sundasciurus juvencus,182143.851704521,259,4.10424741045797E-05,23.4009574351077,7783.60681222625,41042474.1045797
Sundasciurus lowii,34113362.9810136,84.99,0.002522386406188,25.5518965245265,1335061.87880298,2522386406.188
Sundasciurus mindanensis,1869493.91967809,285,0.000463541017384,19.8600541114083,94133.3749238975,463541017.384
Sundasciurus moellendorffi,10358.4890757148,252,2.27099514495971E-06,19.6485629636205,527.188125406099,2270995.14495971
Sundasciurus philippinensis,2525407.9202098,244,0.000536093593302,20.9651249724121,120457.565768531,536093593.302
Sundasciurus rabori,23500.1790905114,195.9789325,4.006819810194E-06,27.635817865282,850.352220624306,4006819.810194
Sundasciurus samarensis,515734.009663336,225,0.000100954932392,26.3644605779833,19561.7129407161,100954932.392
Sundasciurus steerii,97902.9821243374,252,2.14642498009397E-05,25.0958147048193,3901.16771564848,21464249.8009397
Sundasciurus tenuis,30317837.3439839,74.87,0.001974809939291,25.0537257057779,1210112.92691658,1974809939.291
Surdisorex norae,33184.9549575051,23.57,6.80487367863105E-07,10.8523706201439,3057.85308289307,680487.367863105
Surdisorex polulus,12801.2724969193,8.99,1.00122592580155E-07,13.3057084381612,962.088757349054,100122.592580155
Suricata suricatta,2752749.18975015,729.99,0.00181933256324,1.56521870332719,1758699.39702268,1819332563.24
Sus ahoenobarbus,36365.7034746049,135000,0.004574312781431,3.43704388923866,10580.5176327441,4574312781.431
Sus barbatus,236943.664895082,135806,0.029044538541745,0.563317462787366,420621.90602552,29044538541.745
Sus cebifrons,3992.74734271234,190792.3,0.00068916936069,1.73239081637351,2304.76131885214,689169360.69
Sus celebensis,484450.343725064,53813.21,0.023599210119319,2.68263680387674,180587.376951279,23599210119.319
Sus oliveri,10551.9370588884,125725.94,0.001238905298295,4.30593810141564,2450.55474796986,1238905298.295
Sus philippensis,62930.596238211,190792.3,0.010888383174841,0.994010641554357,63309.7812109989,10888383174.841
Sus verrucosus,11539.911112416,89406.23,0.000939316492397,2.54300075508084,4537.91100508312,939316492.397
Syconycteris australis,42568482.1626554,17.6,0.000651808598875,40.3876914826611,1053996.41821396,651808598.875
Syconycteris carolinae,929333.799746718,39.67,3.20740044972785E-05,46.4737679565655,19996.953993816,32074004.4972785
Syconycteris hobbit,72233.3303233711,20.06,1.26063052746954E-06,17.2970705413952,4176.04415444239,1260630.52746954
Sylvicapra grimmia,4074309.75749268,15639.15,0.049700618326236,0.300110960962006,13576011.1674445,49700618326.236
Sylvilagus audubonii,14651380.414825,880.88,0.011228313942436,4.01162305874883,3652232.5752596,11228313942.436
Sylvilagus bachmani,2393139.11455307,714.53,0.001487673631624,5.74790093081393,416350.097776335,1487673631.624
Sylvilagus brasiliensis,104559.496251266,986.74,8.97605424779476E-05,0.010275271217304,10175838.0912792,89760542.4779476
Sylvilagus cognatus,13824.9908835326,1339.099286,1.61063408163526E-05,3.38343516535191,4086.08121861104,16106340.8163526
Sylvilagus cunicularius,1281970.61938819,2489.54,0.002776619908139,3.93545739630211,325748.824162796,2776619908.139
Sylvilagus dicei,21484.8677021704,1339.099286,2.50302227698093E-05,3.60267134159822,5963.59358515319,25030222.7698093
Sylvilagus floridanus,33914986.3200199,1207.19,0.035619394132028,4.75269696840103,7135945.45276259,35619394132.028
Sylvilagus insonus,737.656496414837,2999.98,1.92527062041969E-06,0.628893972427706,1172.9425447779,1925270.62041969
Sylvilagus mansuetus,223.960182246346,950.9,1.85278451449304E-07,11.0005609604469,20.3589783331603,185278.451449304
Sylvilagus nuttallii,9003062.52357364,801.54,0.006278193819576,4.35561040179256,2067003.6328016,6278193819.576
Sylvilagus obscurus,435092.124017352,900,0.000340677133106,4.61166416877737,94346.0122189909,340677133.106
Sylvilagus palustris,3364278.48450161,1355.23,0.003966652883579,9.36793769064955,359126.906646658,3966652883.579
Sylvilagus robustus,89644.6356822885,1550,0.000120885791218,2.3563878511978,38043.2430241568,120885791.218
Sylvilagus transitionalis,68008.2544469701,813.51,4.81330937153845E-05,3.21794197248285,21134.0835318101,48133093.7153845
Sylvisorex camerunensis,83054.6425449387,5.5,3.97416464577532E-07,13.1150127014318,6332.7916210002,397416.464577532
Sylvisorex granti,322656.98562278,4,1.12284630996728E-06,10.7613206965866,29983.028544547,1122846.30996728
Sylvisorex howelli,90502.3784353429,4.317,3.39907927903676E-07,13.379041440824,6764.48898343266,339907.927903676
Sylvisorex isabellae,4401.43202605176,8.157340556,3.12364625744127E-08,6.49954901729264,677.190373415349,31236.4625744127
Sylvisorex johnstoni,23074633.5412849,3.19,6.4039030467128E-05,23.7747678653196,970551.37076413,64039030.467128
Sylvisorex konganensis,69747.6696049673,5.15,3.12504433665056E-07,6.67068577194006,10455.8469682919,312504.433665056
Sylvisorex lunaris,113515.272508928,18.78,1.85468063141438E-06,5.82583089192516,19484.8210692599,1854680.63141438
Sylvisorex morio,6037.35032813293,13.78067769,7.23829377070456E-08,13.5840585620323,444.44377949072,72382.9377070456
Sylvisorex ollula,17168992.6250176,16.59,0.000247805221255,12.199089679669,1407399.49257291,247805221.255
Sylvisorex oriundus,617648.217202773,8.295501825,4.45762066432183E-06,12.5865960034749,49071.9029221447,4457620.66432183
Sylvisorex pluvialis,6928.84931071827,8.295501825,5.00061054289256E-08,13.0604583682828,530.52114369469,50006.1054289256
Sylvisorex vulcanorum,528217.188325442,3.49,1.60382584891254E-06,22.2217710704295,23770.2560543583,1603825.84891254
Symphalangus syndactylus,534590.363355136,10839,0.005231407187834,1.57066646881665,340358.932955321,5231407187.834
Synaptomys borealis,130538059.772515,21.3,0.002419000785644,19.2701061079667,6774122.52123242,2419000785.644
Synaptomys cooperi,64939313.436796,28.01,0.001582486647347,20.1475226806635,3223190.98313368,1582486647.347
Syncerus caffer,570996.497362286,592666,0.270649002058435,0.067632153645989,8442678.02487984,270649002058.435
Syntheosciurus brochus,54069.1345368713,132.84,6.24881313373385E-06,6.8627813840108,7878.60366102348,6248813.13373385
Tachyglossus aculeatus,23765984.1519576,4499.97,0.093043207662728,3.05999275113273,7766679.88614026,93043207662.728
Tachyoryctes macrocephalus,15202.8025913891,621.88,8.22525742171377E-06,3.90205624068081,3896.10032600059,8225257.42171377
Tachyoryctes splendens,3803234.03707618,227.13,0.000751530835752,5.59248429250772,680061.63954209,751530835.752
Tadarida aegyptiaca,56112579.4754152,17.63,0.000860660355252,13.4401820919446,4174986.55089253,860660355.252
Tadarida brasiliensis,257017342.983938,12.61,0.002819660164674,18.5794837127243,13833395.3170033,2819660164.674
Tadarida fulminans,2491922.78280135,33.89,7.34725989049499E-05,8.43495643358844,295428.056140087,73472598.9049499
Tadarida latouchei,2124876.92620886,25.9,4.78798517782642E-05,11.4241393456758,185998.862751369,47879851.7782642
Tadarida lobata,1702219.09024446,25.9,3.83561027604784E-05,9.10958693529188,186860.183928847,38356102.7604784
Tadarida teniotis,65372429.5086226,28.07,0.001596453563787,17.0055565879404,3844180.52832108,1596453563.787
Tadarida ventralis,33107783.2634923,25.9,0.000746017680276,13.7139079132355,2414175.70199225,746017680.276
Taeromys arcuatus,162699.525981062,323,4.57201937959383E-05,29.2071712623854,5570.53350081169,45720193.7959383
Taeromys callitrichus,796973.660468516,323,0.000223957568328,30.9132709507904,25780.9554264635,223957568.328
Taeromys celebensis,2077165.85836888,323,0.00058370437786,23.9664137020317,86669.8657627195,583704377.86
Taeromys hamatus,45830.785109607,323,1.28789089236507E-05,3.3166811174592,13818.2669622205,12878908.9236507
Taeromys microbullatus,11903.2337833641,323,3.34492772546315E-06,30.0932401684043,395.545103044825,3344927.72546315
Taeromys punicans,9504.57826143297,323,2.67088153724528E-06,5.77359777864825,1646.21413299391,2670881.53724528
Taeromys taerae,138409.450964373,323,3.88944398154986E-05,31.7802211492321,4355.20729432425,38894439.8154986
Talpa altaica,31815340.5795686,85,0.002352744435859,9.94286086515123,3199817.53853947,2352744435.859
Talpa caeca,649590.989705311,71.08,4.01704469669806E-05,2.66822627929459,243454.235776828,40170446.9669806
Talpa caucasica,287935.331347651,90,2.25453364445211E-05,2.54136375192544,113299.534995531,22545336.4445211
Talpa davidiana,518131.998307317,79.5875,3.58760424612968E-05,5.78893436670057,89503.8646987855,35876042.4612968
Talpa europaea,89023606.8715494,87.53,0.006779245589236,13.8126653411029,6445070.85874572,6779245589.236
Talpa levantis,1069444.50651769,90,8.37375048603354E-05,1.82930107082913,584619.187935515,83737504.8603354
Talpa occidentalis,4842368.30220793,49.47,0.000208410205122,10.1650531422123,476374.125591049,208410205.122
Talpa romana,2790080.67905504,92.5,0.000224531742647,28.461814090969,98028.9123573587,224531742.647
Talpa stankovici,19824.8441719928,71.12,1.22665033823555E-06,0.382075472370288,51887.2463835616,1226650.33823555
Tamandua mexicana,7185827.60386843,4178.51,0.026122665675905,4.80382297814069,1495856.03727839,26122665675.905
Tamandua tetradactyla,30353295.8879966,4800,0.126755363628274,2.38386054509475,12732832.0234396,126755363628.274
Tamias striatus,56782809.5966983,111.9,0.005527976862667,13.5273927636368,4197616.68703353,5527976862.667
Tamiasciurus douglasii,4291175.29695259,225,0.000839997564378,8.40483350983891,510560.416447183,839997564.378
Tamiasciurus hudsonicus,103356673.795466,200.24,0.0180056421139,9.97298627324581,10363663.4969344,18005642113.9
Tamiasciurus mearnsi,4458.60660804966,200,7.7579754980064E-07,6.46787301532687,689.34665190305,775797.54980064
Tamiops macclellandii,18864712.0405128,45.84,0.000752339807945,12.8772472612441,1464964.65104688,752339807.945
