binomial,estimated_pop,AdultBodyMassG,estimated_mass_Mt,pop_density,Range,estimated_mass_g
Elephantulus edwardii,2309740.39652035,49.69,9.98507702636938E-05,11.9182831657977,193798.080175566,99850770.2636938
Elephantulus fuscipes,1066615.80841055,57,5.28934779390794E-05,7.06847169288624,150897.655780953,52893477.9390794
Elephantulus fuscus,1160721.20700025,50.45666667,5.09525270434181E-05,7.48668009540449,155038.173423856,50952527.0434181
Elephantulus intufi,9765927.51694173,48.9,0.000415471854353,8.05114366764501,1212986.36815884,415471854.353
Elephantulus myurus,7608626.54035927,59.51,0.000393926747913,7.85707025030384,968379.599261574,393926747.913
Elephantulus pilicaudus,162327.291181674,50.45666667,7.12572979966007E-06,5.71799211799188,28388.8623544803,7125729.79966007
Elephantulus rozeti,8974048.14456824,43.07,0.00033626566062,12.288086212406,730304.783791971,336265660.62
Elephantulus rufescens,14213273.8014265,52.78,0.000652653634378,9.51585594790044,1493641.12689857,652653634.378
Elephantulus rupestris,5118045.6360236,65.56,0.000291918992551,9.17369589114734,557904.436418318,291918992.551
Elephas maximus,46557.56,3269794,0.118742231667259,0.077760251649861,598732.115858361,118742231667.259
Eligmodontia moreni,484233.98694843,18,7.58310423561241E-06,10.3374316536989,46842.7751853783,7583104.23561241
Eligmodontia morgani,6272846.16566263,16.5,9.0046706708087E-05,16.8717314945673,371796.230142857,90046706.708087
Eligmodontia puerulus,3491899.30505286,28.49,8.65512637448316E-05,7.8090851218828,447158.566023025,86551263.7448316
Eligmodontia typus,17635475.3891481,17.37,0.000266505540533,19.11117627354,922783.356541218,266505540.533
Eliomys melanurus,1372435.01934253,100.36,0.000119831693331,9.23011673909572,148690.970887654,119831693.331
Eliomys munbyanus,18913336.9347023,3.365900551,5.53845577524938E-05,21.6464111192817,873740.077765364,55384557.7524938
Eliomys quercinus,32982458.1302806,114.61,0.003288703987891,13.9628164346084,2362163.69990584,3288703987.891
Eliurus antsingy,8600.05815347689,81.67625,6.11105834789388E-07,6.80726667735808,1263.36436650585,611105.834789388
Eliurus danieli,6276.02191773428,81.67625,4.45963683587759E-07,7.24420000001265,866.351276569299,445963.683587759
Eliurus ellermani,173.160662309114,100,1.50649776208929E-08,8.73936232034093,19.8138784000385,15064.9776208929
Eliurus grandidieri,1090081.89943238,81.67625,7.74594075125072E-05,17.9892481540589,60596.301195969,77459407.5125072
Eliurus majori,1160612.00533536,100,0.000100973244464,13.082707468404,88713.4416280689,100973244.464
Eliurus minor,2130396.99564551,57.53,0.000106628713069,18.6498577794173,114231.273012532,106628713.069
Eliurus myoxinus,2737925.76084807,69.76,0.000166167999937,9.81282305943679,279015.095275265,166167999.937
Eliurus penicillatus,12909.5678172578,100,1.12313240010143E-06,7.34877854832938,1756.69571920801,1123132.40010143
Eliurus petteri,13074.9160602965,75,8.53138272934347E-07,8.7634952347174,1491.97502938086,853138.272934347
Eliurus tanala,1196510.56070056,89.99,9.36763672609758E-05,9.90027374403167,120856.310808766,93676367.2609758
Eliurus webbi,3642527.61931109,61.13,0.000193720910631,27.3035661199558,133408.493356068,193720910.631
Ellobius alaicus,25052.7017726814,74.32825,1.62004742806572E-06,9.62329543458656,2603.33915164247,1620047.42806572
Ellobius fuscocapillus,3136460.75074468,80,0.000218297668252,6.54935334669981,478896.2489442,218297668.252
Ellobius lutescens,2027272.87835132,117.313,0.000206908152965,6.53808417829132,310071.39447402,206908152.965
Ellobius talpinus,40849278.6544574,40,0.001421554897175,13.6878277466663,2984350.72463607,1421554897.175
Ellobius tancrei,27615598.3623941,60,0.001441534234517,9.17393536771208,3010223.77589316,1441534234.517
Emballonura alecto,60124156.5253535,5.25,0.00027461708493,49.6049886346455,1212058.6695057,274617084.93
Emballonura beccarii,3631508.52682215,4.31,1.3617067523025E-05,39.8544952602891,91119.1699482035,13617067.523025
Emballonura dianae,4957093.47745245,5.226666667,2.25408954621093E-05,54.8006770430637,90456.7925968696,22540895.4621093
Emballonura furax,1711832.12395171,5.226666667,7.78404303452964E-06,25.2246126009987,67863.564488754,7784043.03452964
Emballonura monticola,84591173.2849319,5.35,0.000393729616055,50.0397557770117,1690479.33930551,393729616.055
Emballonura raffrayana,9875217.99280682,5.61,4.81979764574922E-05,45.6224333721797,216455.310751326,48197976.4574922
Emballonura serii,1063179.63232289,5.226666667,4.83449042440696E-06,113.996358005547,9326.43508024316,4834490.42440696
Enchisthenes hartii,50580202.9598608,16.99,0.000747641154011,16.294612073163,3104105.99115554,747641154.011
Enhydra lutris,125831,27410.93,0.002690332891607,0.062106546813651,2026050.49637606,2690332891.607
Eoglaucomys fimbriatus,787785.110193,510,0.000349540253393,4.16957881965236,188936.375655007,349540253.393
Eolagurus luteus,4244398.48559248,26,9.60082937441018E-05,10.6582559636019,398226.360868715,96008293.7441018
Eolagurus przewalskii,5610258.00606755,46.25861204,0.000225784791236,6.21097374460158,903281.552420641,225784791.236
Eonycteris major,16013543.4371183,70.7,0.000984977043274,21.8576624670191,732628.361394136,984977043.274
Eonycteris robusta,3576169.42087125,78.36,0.000243798913163,31.2311847198368,114506.364486385,243798913.163
Eonycteris spelaea,68807278.8064714,58.7,0.003513918921368,19.5163156626177,3525628.50468071,3513918921.368
Eospalax fontanierii,6379024.76680674,256.76,0.001424954207239,5.3125481906943,1200746.71096265,1424954207.239
Eospalax rothschildi,1666919.05956308,104.345,0.000151323162265,7.1889858287589,231871.240153892,151323162.265
Eospalax smithii,966288.697423779,94.15,7.91491903503305E-05,7.17419479079355,134689.498348134,79149190.3503305
Eothenomys cachinus,140188.14715265,46.25861204,5.64187092721457E-06,5.26609041578924,26620.9153440143,5641870.92721457
Eothenomys chinensis,93041.5798244205,45.3,3.66686170246024E-06,10.3390274702576,8999.06495964673,3666861.70246024
Eothenomys custos,1097094.85012315,30.8,2.93977536039E-05,9.47638434795444,115771.459856414,29397753.6039
Eothenomys melanogaster,22646555.6732929,19.59,0.000385972042307,13.1437805268951,1722986.44419335,385972042.307
Eothenomys miletus,4002369.24578175,46.25861204,0.000161075320178,9.93839123391469,402718.020611193,161075320.178
Eothenomys olitor,1699729.20857017,22,3.25328170520331E-05,9.55404613085394,177906.740797603,32532817.0520331
Eothenomys proditor,311058.200454628,42.5,1.15013769618099E-05,8.08573309034163,38470.0059944083,11501376.9618099
Eothenomys wardi,77578.6055201267,46.25861204,3.12215039536298E-06,9.31122701276599,8331.72743117142,3122150.39536298
Eozapus setchuanus,5217055.9111533,32.576,0.000147857207625,9.57220894419967,545021.10657693,147857207.625
Episoriculus caudatus,531786.014299248,6.27,2.90083952940097E-06,1.68498752292249,315602.345456484,2900839.52940097
Episoriculus fumidus,38256.0536806172,6.95,2.31315228579852E-07,2.98673576271518,12808.6502188059,231315.228579852
Episoriculus leucops,362595.219281492,9.35,2.9495308112453E-06,1.53272498642192,236569.001284409,2949530.8112453
Episoriculus macrurus,594298.559915723,8.157340556,4.21766929830044E-06,1.58264341468654,375510.082941475,4217669.29830044
Epixerus ebii,3104631.4612105,520.96,0.001407128261248,5.74372494574886,540525.789541568,1407128261.248
Epomophorus angolensis,2425373.49295347,88.458,0.000186653008943,6.32311366918499,383572.654208838,186653008.943
Epomophorus anselli,17034.7132801473,88.458,1.31096530058169E-06,5.50582584878374,3093.94335164276,1310965.30058169
Epomophorus crypturus,19974788.757986,95.04,0.001651611413496,9.58321370464019,2084351.8023932,1651611413.496
Epomophorus gambianus,20940848.2594366,134.59,0.002452033027497,5.52354380966653,3791198.00277294,2452033027.497
Epomophorus grandis,18982.101027461,49.42,8.16143026516095E-07,37.3570605826143,508.126194390548,816143.026516095
Epomophorus labiatus,17474556.5368368,69.65,0.001058879490628,9.90034500156827,1765045.21146169,1058879490.628
Epomophorus minimus,1876930.21445395,88.458,0.000144445658832,7.09652325814467,264485.882195876,144445658.832
Epomophorus wahlbergi,45927870.9584883,93.59,0.003739598815414,9.24365203414766,4968585.01259272,3739598815.414
Epomops buettikoferi,8232597.2925605,135.67,0.000971717332973,7.62591447211523,1079555.41891581,971717332.973
Epomops dobsonii,7114845.31562785,122.08,0.000755664875035,5.20703164998383,1366391.7936143,755664875.035
Epomops franqueti,33090872.5843026,118.99,0.003425610148061,7.33767830205502,4509719.72633837,3425610148.061
Eptesicus andinus,16451452.002503,12.56384615,0.000179823355356,20.2803827052781,811200.273761177,179823355.356
Eptesicus bobrinskoi,10996409.6535866,7.54,7.21342480455974E-05,17.0775769583858,643909.243119347,72134248.0455974
Eptesicus bottae,58794928.022725,15.66,0.000801033858367,15.1333896425527,3885112.94636878,801033858.367
Eptesicus brasiliensis,200436607.953185,9.2,0.001604294610057,15.2802781616796,13117340.2625514,1604294610.057
Eptesicus chiriquinus,6579309.17294207,12.56384615,7.19154425532513E-05,35.1550171634894,187151.35715465,71915442.5532513
Eptesicus diminutus,43813882.8208953,5.99,0.000228327287545,18.3632338699185,2385956.80538973,228327287.545
Eptesicus dimissus,48168.4420078671,13.03,5.46042275445382E-07,11.8306815830979,4071.48494949636,546042.275445382
Eptesicus floweri,6931001.34828015,12.56384615,7.5759630106554E-05,7.91207897976673,876002.548256224,75759630.106554
Eptesicus furinalis,273137177.68454,7.7,0.001829745953309,16.764381778265,16292708.0340452,1829745953.309
Eptesicus fuscus,240767781.284193,17.49,0.003663594790355,18.8257859506253,12789255.2223667,3663594790.355
Eptesicus gobiensis,43570470.9725095,12.56384615,0.000476249043764,11.2182207499015,3883902.0860676,476249043.764
Eptesicus guadeloupensis,104167.817596838,12.56384615,1.13861113763911E-06,70.9257432960249,1468.68841630704,1138611.13763911
Eptesicus hottentotus,27647794.814061,30.33,0.000729545126538,9.68919184002049,2853467.58228729,729545126.538
Eptesicus innoxius,2956812.34343679,12.56384615,3.23195737783038E-05,17.6817455836084,167224.006784593,32319573.7783038
Eptesicus japonensis,249416.003324539,12.56384615,2.72625313501213E-06,73.1449369123808,3409.88746252267,2726253.13501213
Eptesicus nilssonii,211011491.382207,10.72,0.001967977573227,20.1481571233837,10472992.149605,1967977573.227
Eptesicus pachyotis,15890470.2715936,8.1,0.000111980144004,13.1866931537945,1205038.29779501,111980144.004
Eptesicus platyops,3869.37916153746,12.56384615,4.22944274989682E-08,4.1781399475016,926.100899002013,42294.4274989682
Eptesicus serotinus,207933228.551815,23.09,0.004177025075117,17.1578163913825,12118863.1355357,4177025075.117
Eptesicus tatei,17095.9217633566,12.56384615,1.86867761819707E-07,15.1559361500473,1128.00170138637,186867.761819707
Equus africanus,204.939015319192,250000,2.83821345818081E-05,0.00303942709709,67426.8566978906,28382134.5818081
Equus grevyi,2680,408000.3,0.0008965126592,0.02950485025074,90832.5233724173,896512659.2
Equus hemionus,55000,235248.1,0.0087041797,0.157756785799181,348637.934789146,8704179700
Equus kiang,97211.1104761179,281138.6,0.02125650761399,0.054442969157742,1785558.5758826,21256507613.99
Equus quagga,500000,400000,0.118306444616099,0.21605603652698,2314214.44194438,118306444616.099
Equus zebra,117435.569085536,282462.1,0.030027677642938,0.367450208530957,319595.87002287,30027677642.938
Eremitalpa granti,495156.256943491,22.04,9.49452219564005E-06,9.84522301222807,50294.0620368367,9494522.19564005
Eremodipus lichtensteini,4729001.27360513,51,0.00020982578651,8.45230117588567,559492.75530987,209825786.51
Eremoryzomys polius,277414.678924986,60.64641072,1.46370579653222E-05,19.4128079983166,14290.2911803919,14637057.9653222
Erethizon dorsatum,33510050.4199039,7419.46,0.21630503645896,2.77786030217805,12063259.7663855,216305036458.96
Erinaceus amurensis,20522471.9907626,780,0.013926549492932,4.82339282484617,4254779.30908876,13926549492.932
Erinaceus concolor,8447429.67510047,665.99,0.004894536209709,6.27476304608648,1346254.76899388,4894536209.709
Erinaceus europaeus,3491129.93747337,777.95,0.002362854345326,0.916538244326892,3809039.02164745,2362854345.326
Erinaceus roumanicus,4262877.65187102,772,0.002863119146103,0.706978634813668,6029712.13266516,2863119146.103
Eropeplus canus,81076.8105427351,50,3.52684125860898E-06,6.43114775274507,12606.8959476368,3526841.25860898
Erophylla bombifrons,2566877.52518741,16.28,3.63562265157445E-05,30.9665481734543,82891.9487832304,36356226.5157445
Erophylla sezekorni,5328739.26066822,15.87,7.357337009812E-05,43.3423288162454,122945.38402078,73573370.09812
Erythrocebus patas,8112689.08833284,7966.3,0.059947095313508,1.13800466954825,7128871.52875506,59947095313.508
Euchoreutes naso,14210359.8157226,24.14,0.000298443134778,8.48457197042939,1674846.98877549,298443134.778
Euderma maculatum,32130783.7731337,16.17,0.000452012653042,15.2641312766154,2104986.0742719,452012653.042
Eudiscopus denticulus,59980.77890105,10.17892383,5.31169608337137E-07,11.7007262631579,5126.24409391677,531169.608337137
Eudorcas albonotata,278000,25000,0.005421,2.16305714857689,128521.800814602,5421000000
Eudorcas rufifrons,12000,26999.77,0.0002527178472,0.005459571993546,2197974.49583682,252717847.2
Eudorcas thomsonii,550000,22907.43,0.00982728747,3.49690884329952,157281.76645321,9827287470
Eudorcas tilonura,2958.03989154981,22907.43,5.42088734023078E-05,0.031520870272735,93843.8522145892,54208873.4023078
Eulemur albifrons,46744.4058631004,2300,9.79421231916482E-05,2.54487988230179,18368.020505872,97942123.1916482
Eulemur cinereiceps,7265,2250,1.2750075E-05,3.99830752574207,1817.01881439238,12750075
Eulemur fulvus,120713.244283137,2376.99,0.000264178542642,2.50185759049716,48249.446627835,264178542.642
Eulemur macaco,26534.0048908488,2040,5.1055252437602E-05,3.19521066521848,8304.30530909436,51055252.437602
Eulemur macaco,26534.0048908488,2158.365455,5.1055252437602E-05,3.19521066521848,8304.30530909436,51055252.437602
Eulemur rubriventer,93419.3585953499,2015.4,0.000171994091529,1.87441953188732,49839.087251341,171994091.529
Eulemur rufifrons,64110.1493680805,2250,0.000134965664724,1.96571485552071,32614.16536993,134965664.724
Eulemur rufus,71391.2722905231,2394.62,0.000156956611537,1.86135531923732,38354.4568587664,156956611.537
Eulemur sanfordi,22748.1828920843,2394.03,5.00202129392863E-05,6.15882748148775,3693.58988548729,50020212.9392863
Eumops auripendulus,174673225.814289,28.49,0.004329502977001,12.3822269074385,14106769.8985031,4329502977.001
Eumops bonariensis,20706328.0295949,12.22,0.000220137255814,17.8335196805581,1161090.37366128,220137255.814
Eumops dabbenei,21265284.4203211,67.27,0.001244548644171,8.832162505025,2407709.82284604,1244548644.171
Eumops floridanus,5809.47501931113,38.47,1.73825947550033E-07,5.8142493031099,999.178864966073,173825.947550033
Eumops glaucinus,96348082.0527128,36.2,0.003034386496168,10.7396928761324,8971213.90378251,3034386496.168
Eumops hansae,86362441.2919055,15.47,0.001162343461104,13.460012652101,6416222.89102568,1162343461.104
Eumops maurus,13362077.4866665,38.47,0.000447214035193,10.9209480119779,1223527.24983319,447214035.193
Eumops patagonicus,16558529.6988905,38.47,0.000554195774639,10.7817868394116,1535787.15156589,554195774.639
Eumops perotis,111844246.868754,50.97,0.004959610098723,9.56290808858209,11695631.2695605,4959610098.723
Eumops trumbulli,47307082.4754912,38.47,0.001583316012664,9.9710232543774,4744456.13741025,1583316012.664
Eumops underwoodi,14362977.7130962,58.67,0.000733128035112,15.0268034802383,955823.887095143,733128035.112
Euneomys chinchilloides,929838.345553556,75.57,6.11330588829296E-05,12.1336049033905,76633.3132615624,61133058.8829296
Euneomys fossor,103602.201346287,83,7.48111495921535E-06,10.4671358635026,9897.8557933439,7481114.95921535
Euneomys mordax,343697.001786683,81.99,2.45163539435464E-05,6.56430181316439,52358.5008077196,24516353.9435464
Euneomys petersoni,7042913.41518683,83,0.000508568777711,11.9145651513961,591117.957365114,508568777.711
Euoticus elegantulus,1734159.60002292,295.48,0.000463496438908,2.21703634012208,782197.192098094,463496438.908
Euoticus pallidus,277385.852685016,277.37,7.0073807783014E-05,2.89307756917997,95879.1619139475,70073807.783014
Eupetaurus cinereus,1732.05080756888,2500,3.37749907475932E-06,0.052834520578744,32782.5593683105,3377499.07475932
Eupleres goudotii,185142.68655283,2763.34,0.000462265348882,2.22445375477873,83230.6296119184,462265348.882
Euroscaptor grandis,1053474.83563982,46.84098624,4.29308462439403E-05,9.22017765117923,114257.542044766,42930846.2439403
Euroscaptor klossi,5156923.24987664,80.33613646,0.000360429942227,7.71355912846698,668553.019947037,360429942.227
Euroscaptor longirostris,2735301.75900475,46.84098624,0.000111468081889,10.2147905621116,267778.545470177,111468081.889
Euroscaptor micrura,351238.173775108,60.46,1.84751981882055E-05,9.03350605742424,38881.7112140464,18475198.1882055
Euroscaptor mizura,301385.462383726,25.05,6.56824407445972E-06,18.9574011406316,15898.0368747783,6568244.07445972
Euroscaptor parvidens,39433.472385071,51.90562179,1.78073244603273E-06,8.29987435350946,4751.09269195108,1780732.44603273
Euryoryzomys emmonsae,4086070.82474801,59.9882,0.000213250949449,16.9788425105586,240656.618506651,213250949.449
Euryoryzomys lamia,1051930.61970006,60.5005,5.5368825757732E-05,8.56698044940818,122788.959997303,55368825.757732
Euryoryzomys legatus,436310.814227762,61.5005,2.33449999104606E-05,6.8008953710191,64154.9076151103,23344999.9104606
Euryoryzomys macconnelli,41115425.3806604,62.245,0.002226529797953,9.57315145436662,4294868.36979962,2226529797.953
Euryoryzomys nitidus,11574176.7616733,55.195,0.000555787917134,8.87967042737671,1303446.66013608,555787917.134
Euryoryzomys russatus,15525341.9283969,60.5,0.000817176372401,15.3806283646766,1009408.81999676,817176372.401
Euryzygomatomys spinosus,8731535.5786719,187.49,0.001424255776911,10.8124625393336,807543.660559129,1424255776.911
Exilisciurus concinnus,4794503.03404344,27.72,0.00011562615297,39.8024233966049,120457.565768531,115626152.97
Exilisciurus exilis,21864631.480921,21.75,0.000413733489198,31.565222045525,692681.060484437,413733489.198
Exilisciurus whiteheadi,2095748.0809121,24.91,4.54184236851028E-05,13.4818014146606,155450.152131236,45418423.6851028
Falsistrellus mordax,5872961.48283929,22.77,0.000116342779679,46.4557697255536,126420.496690399,116342779.679
Falsistrellus petersi,959606.888153815,22.77,1.90097164936383E-05,34.0579306248753,28175.725023438,19009716.4936383
Falsistrellus tasmaniensis,9443199.16797822,22.54,0.000185179247044,24.4418242379322,386354.106635091,185179247.044
Felis chaus,1647161.71812013,7157.99,0.011001443088038,0.235192797976096,7003453.04913436,11001443088.038
Felis margarita,40896,2823.36,8.980543488E-05,0.021551289909118,1897612.63351096,89805434.88
Felis nigripes,13867,1362.77,1.51181161233333E-05,0.007118023239868,1948153.23478158,15118116.1233333
Felis silvestris,6290814.29462821,4573.08,0.026637221641273,0.215588993968207,29179663.482988,26637221641.273
Feroculus feroculus,25457.7702874025,35.99,7.97115882799947E-07,9.61662683545793,2647.26610723169,797115.882799947
Fossa fossana,180836.125044803,1853.98,0.0003029529789,1.98495056500995,91103.5913097899,302952978.9
Funambulus layardi,9914.13870093345,168,1.44905051252843E-06,7.76467244130885,1276.82639233939,1449050.51252843
Funambulus palmarum,10369652.6026728,136.4,0.001230545935054,8.20944473437595,1263136.90367526,1230545935.054
Funambulus pennantii,20657466.5988661,102.49,0.001841949863994,7.10296163599948,2908289.19787053,1841949863.994
Funambulus sublineatus,237849.317834303,70.93,1.46774673391688E-05,8.37181641252974,28410.7183093891,14677467.3391688
Funambulus tristriatus,373977.950431365,134.62,4.38000731677512E-05,4.70814816413187,79432.0691265506,43800073.1677512
Funisciurus anerythrus,12098071.2488246,223.54,0.002352830476857,5.30669015622015,2279777.20437362,2352830476.857
Funisciurus bayonii,2065724.87520349,134.99,0.000242601414786,5.36455085538942,385069.492467982,242601414.786
Funisciurus carruthersi,692256.905842705,276.85,0.000166736652213,7.41419866630056,93369.0796537718,166736652.213
Funisciurus congicus,11550153.6582434,112,0.001125446972459,6.65713709337597,1735003.1246519,1125446972.459
Funisciurus duchaillui,19382.025889353,186.2877778,3.14125204300499E-06,5.5560114050774,3488.47842026397,3141252.04300499
Funisciurus isabella,4235855.23936613,109.31,0.000402828562507,7.42903958479175,570175.349184772,402828562.507
Funisciurus lemniscatus,4446325.54234614,140.99,0.000545392071247,7.28002960007611,610756.5197674,545392071.247
Funisciurus leucogenys,2855430.03826259,250,0.000621056033322,6.93070982622471,411996.766544474,621056033.322
Funisciurus pyrropus,13109524.09699,243.18,0.002773537440818,6.08858330621296,2153132.08962956,2773537440.818
Funisciurus substriatus,981673.433596444,185.73,0.000158623799935,4.36750067832093,224767.78045375,158623799.935
Furipterus horrens,200036703.086568,3.15,0.000548200584809,20.377974655958,9816319.16143748,548200584.809
Galago gallarum,899914.886475216,250,0.000203880447075,1.97346597676033,456007.297350285,203880447.075
Galago matschiei,327499.369828734,211.61,6.29283398777673E-05,3.75864879147138,87132.2084074074,62928339.8777673
Galago moholi,7493825.05253388,191.96,0.001299415775127,1.76438810767919,4247265.67806612,1299415775.127
Galago senegalensis,13213369.0183612,215.2,0.002569368179034,1.5752089110788,8388328.00235486,2569368179.034
Galagoides thomasi,10464326.6984018,99,0.000934739328467,2.32480607480432,4501161.11266724,934739328.467
Galea flavidens,62820.1053304827,450,2.4594071236884E-05,1.91760473029636,32759.6737419259,24594071.236884
Galea musteloides,1301859.84162627,386.64,0.000437915447575,4.06778010803013,320041.842737834,437915447.575
Galea spixii,7789676.12791371,360.61,0.002443860544384,4.58394180094376,1699340.10207327,2443860544.384
Galemys pyrenaicus,1599068.86234265,60.17,8.37078968990267E-05,9.79073649003897,163324.675724807,83707896.8990267
Galenomys garleppi,293849.232891071,59.3,1.51599757740832E-05,15.3119957481993,19190.7859513106,15159975.7740832
Galeopterus variegatus,13333815.0502329,1100,0.012760461003073,9.480535818384,1406441.08156597,12760461003.073
Galictis cuja,10951549.2576956,1000,0.009897228434013,1.42743033693611,7672212.76885737,9897228434.013
Galictis vittata,10562967.4361478,3200,0.03060181029797,1.05472298017696,10014921.106939,30601810297.97
Galidia elegans,371252.539043375,810,0.000274034771294,4.01387285638083,92492.3514837289,274034771.294
Galidictis fasciata,48646.0297778197,549.99,2.44612126392801E-05,0.588922713365534,82601.7212000888,24461212.6392801
Galidictis grandidieri,236.631174558168,1400,2.5840124261752E-07,0.237649581274258,995.714670690228,258401.24261752
Gazella arabica,8874.11967464943,24124.67,0.000166510717871,0.040709727839752,217985.237080953,166510717.871
Gazella bennettii,88741.1967464942,18916.67,0.00130564617109,0.032099947509961,2764527.78369678,1305646171.09
Gazella cuvieri,90254.7011288262,25000,0.002044980598323,0.592049728609216,152444.459928803,2044980598.323
Gazella gazella,3000,21306.83,4.98579822E-05,0.206694605303125,14514.1669062934,49857982.2
Gazella leptoceros,636.396103067892,24645.75,1.21990238666998E-05,0.001053137104665,604286.089863442,12199023.8666998
Gazella marica,2909.57471119062,26981.37,6.10589091974379E-05,0.001113101747847,2613934.18599837,61058909.1974379
Gazella spekei,82779.6262507745,20000,0.001494264637365,0.475744379968743,174000.218891105,1494264637.365
Gazella subgutturosa,68047.7773332825,26981.37,0.001428017311705,0.009573676167361,7107800.19542307,1428017311.705
Genetta abyssinica,267289.103647935,1405.48,0.000352844493276,0.533404891932339,501099.835585761,352844493.276
Genetta angolensis,456378.226966323,1859.64,0.00079770091739,0.326199747811926,1399075.96504168,797700917.39
Genetta bourloni,14775,1865.378167,2.14363041024417E-05,0.100602858821029,146864.613721211,21436304.1024417
Genetta cristata,10500,1863.23,1.52163783333333E-05,0.104055958066155,100907.24447825,15216378.3333333
Genetta genetta,15677691.9106467,1756.17,0.0249007806614,1.12279442178595,13963100.9973395,24900780661.4
Genetta johnstoni,105835.712168124,2225,0.000217823712097,0.344704319248123,307033.321772629,217823712.097
Genetta maculata,3348395.11669277,1950,0.006030363841765,0.260435525225429,12856906.1912519,6030363841.765
Genetta pardina,516684.499364944,2290.868,0.001109404680109,0.360023335997704,1435141.69139369,1109404680.109
Genetta piscivora,15000,1648.05,1.922725E-05,0.067083641542106,223601.457153828,19227250
Genetta poensis,135511.775008531,1865.378167,0.000239099391813,1.04763247368075,129350.491143543,239099391.813
Genetta servalina,1048370.27542663,1175.84,0.001141950188947,0.330596403678947,3171148.45703144,1141950188.947
Genetta thierryi,784931.218912721,1400,0.001024128915742,0.303730003782593,2584305.82799639,1024128915.742
Genetta tigrina,188882.097498057,2066.57,0.000367623197222,0.887355130122833,212859.64444913,367623197.222
Genetta victoriae,255184.764612808,2743.69,0.000662722310023,0.470033767903385,542907.301641487,662722310.023
Geocapromys brownii,10735.2749596801,1497.48,1.3985997805561E-05,13.7435264188882,781.115023355741,13985997.805561
Geocapromys ingrahami,13000,733.52,7.4378928E-06,1561.98879413757,8.3227229598518,7437892.8
Geogale aurita,249290.094058252,6.69,1.45094313444724E-06,22.6933481963286,10985.1614623612,1450943.13444724
Geomys attwateri,668424.877052753,144.06,8.3775160375751E-05,14.0014031246587,47739.8494352007,83775160.375751
Geomys breviceps,2003155.74211626,136.47,0.00023783247779,9.80508693711351,204297.601333249,237832477.79
Geomys bursarius,9922507.08643939,203.75,0.00175888841241,6.4584428578135,1536362.13943351,1758888412.41
Geomys personatus,106006.459065957,397,3.6613570896791E-05,2.98901789749632,35465.3142608317,36613570.896791
Geomys pinetis,2726742.2974157,201.15,0.000477181265419,11.2977508228718,241352.66746152,477181265.419
Geomys texensis,90340.7731817253,203.751,1.60141099025982E-05,4.96669773385793,18189.3036425134,16014109.9025982
Geomys tropicalis,31593.0373975318,349.99,9.61980502812309E-06,18.7629515403497,1683.79891242543,9619805.02812309
Georychus capensis,1676208.73520586,188.36,0.000274685689306,10.5153648614216,159405.665642234,274685689.306
Geoxus valdivianus,3761030.13813831,30.8,0.000100780563582,16.1643333614789,232674.620971453,100780563.582
Gerbilliscus afra,971253.20635701,92.13,7.78489553744541E-05,9.69198777368007,100211.971892348,77848955.3744541
Gerbilliscus boehmi,12707466.9580831,49.03325904,0.000542087011615,10.9483827886607,1160670.68565088,542087011.615
Gerbilliscus brantsii,16425803.2005027,89.41,0.001277709025817,7.88091456088285,2084250.89164558,1277709025.817
Gerbilliscus gambiana,1577296.2454091,99.38302355,0.000136378128815,5.59663639363152,281829.322913299,136378128.815
Gerbilliscus guineae,5565809.07371809,102.5,0.000496331024149,6.23572324146183,892568.328996799,496331024.149
Gerbilliscus inclusus,1956623.52140498,118.5,0.000201718101939,8.96192524678401,218326.248827741,201718101.939
Gerbilliscus kempi,30456851.7447953,100.83,0.002671738994442,6.60615356033535,4610375.98757381,2671738994.442
Gerbilliscus leucogaster,47850991.4399491,73.75,0.003070239238266,8.29994195196615,5765220.01200428,3070239238.266
Gerbilliscus nigricaudus,4802670.20400582,123,0.000513933738531,7.86695003744944,610486.933454951,513933738.531
Gerbilliscus phillipsi,383128.762995111,127.07,4.23552295649962E-05,5.33302935646631,71840.7376720262,42355229.5649962
Gerbilliscus robustus,36715623.2192429,95.99,0.003066169425349,7.10745821163349,5165788.12368488,3066169425.349
Gerbilliscus validus,32170787.2481552,121,0.003386618773613,6.95389567791288,4626297.07695167,3386618773.613
Gerbillurus paeba,22670805.8896164,25.91,0.000511038505122,10.3469167853709,2191068.73669553,511038505.122
Gerbillurus setzeri,662878.57816519,38.29,2.20820100594123E-05,13.585730064466,48792.2676970432,22082010.0594123
Gerbillurus tytonis,320954.593440805,29.79,8.31827648458336E-06,5.71530601338476,56157.0268834523,8318276.48458336
Gerbillurus vallinus,2402969.16832094,35.24,7.36721511377182E-05,8.37803775127514,286817.658222561,73672151.1377182
Gerbillus acticola,83148.1979135608,40.08709228,2.89985744992866E-06,3.62594441524182,22931.4596120237,2899857.44992866
Gerbillus amoenus,10839053.6461104,13.2,0.000124475692072,12.6763754661188,855059.372064261,124475692.072
Gerbillus andersoni,2820491.06761534,27.5,6.7480248792697E-05,23.9846241719623,117595.800017265,67480248.792697
Gerbillus aquilus,3127788.21642807,63.85388804,0.000173757651569,5.59249511800834,559283.137567042,173757651.569
